"Comparison","Z","P.adjusted"
"Aiston Preserve - Arroyo Beach",-1.40199789145411,1
"Aiston Preserve - Blair Waterway",-1.0420983802224,1
"Arroyo Beach - Blair Waterway",0.303529748962467,1
"Aiston Preserve - Blair Waterway #2",-0.595995732650846,1
"Arroyo Beach - Blair Waterway #2",0.664510038577869,1
"Blair Waterway - Blair Waterway #2",0.368799893699467,1
"Aiston Preserve - Brackenwood Ln",-1.02782305994538,1
"Arroyo Beach - Brackenwood Ln",0.318577257763722,1
"Blair Waterway - Brackenwood Ln",0.0142753202770191,1
"Blair Waterway #2 - Brackenwood Ln",-0.355583515256312,1
"Aiston Preserve - Broad Spit (Fisherman's Point)",-1.18485158299259,1
"Arroyo Beach - Broad Spit (Fisherman's Point)",0.153054660949912,1
"Blair Waterway - Broad Spit (Fisherman's Point)",-0.142753202770191,1
"Blair Waterway #2 - Broad Spit (Fisherman's Point)",-0.500963678131017,1
"Brackenwood Ln - Broad Spit (Fisherman's Point)",-0.15702852304721,1
"Aiston Preserve - Browns Point Lighthouse",0.18965782653754,1
"Arroyo Beach - Browns Point Lighthouse",1.60191479409936,1
"Blair Waterway - Browns Point Lighthouse",1.23175620675994,1
"Blair Waterway #2 - Browns Point Lighthouse",0.771584760538476,1
"Brackenwood Ln - Browns Point Lighthouse",1.21748088648292,1
"Broad Spit (Fisherman's Point) - Browns Point Lighthouse",1.37450940953013,1
"Aiston Preserve - Cap Sante",-1.77917627899043,1
"Arroyo Beach - Cap Sante",-0.572889795540983,1
"Blair Waterway - Cap Sante",-0.814380652640121,1
"Blair Waterway #2 - Cap Sante",-1.10676405777469,1
"Brackenwood Ln - Cap Sante",-0.827597031083276,1
"Broad Spit (Fisherman's Point) - Cap Sante",-0.682216868208571,1
"Browns Point Lighthouse - Cap Sante",-1.95476530687806,1
"Aiston Preserve - Chambers Bay Park",-2.22083196881055,1
"Arroyo Beach - Chambers Bay Park",-0.938964549198338,1
"Blair Waterway - Chambers Bay Park",-1.17873358858815,1
"Blair Waterway #2 - Chambers Bay Park",-1.46009514229141,1
"Brackenwood Ln - Chambers Bay Park",-1.19300890886517,1
"Broad Spit (Fisherman's Point) - Chambers Bay Park",-1.03598038581796,1
"Browns Point Lighthouse - Chambers Bay Park",-2.41048979534809,1
"Cap Sante - Chambers Bay Park",-0.276914595951819,1
"Aiston Preserve - Cherry Point Aquatic Reserve, Conoco Phillips",-0.230444455900452,1
"Arroyo Beach - Cherry Point Aquatic Reserve, Conoco Phillips",1.15908810651956,1
"Blair Waterway - Cherry Point Aquatic Reserve, Conoco Phillips",0.811653924321945,1
"Blair Waterway #2 - Cherry Point Aquatic Reserve, Conoco Phillips",0.382645623497059,1
"Brackenwood Ln - Cherry Point Aquatic Reserve, Conoco Phillips",0.797378604044926,1
"Broad Spit (Fisherman's Point) - Cherry Point Aquatic Reserve, Conoco Phillips",0.954407127092136,1
"Browns Point Lighthouse - Cherry Point Aquatic Reserve, Conoco Phillips",-0.420102282437991,1
"Cap Sante - Cherry Point Aquatic Reserve, Conoco Phillips",1.56582616983665,1
"Chambers Bay Park - Cherry Point Aquatic Reserve, Conoco Phillips",1.9903875129101,1
"Aiston Preserve - Chimacum Creek delta",0.432338271246865,1
"Arroyo Beach - Chimacum Creek delta",1.85772244372071,1
"Blair Waterway - Chimacum Creek delta",1.47443665146926,1
"Blair Waterway #2 - Chimacum Creek delta",0.996263194072111,1
"Brackenwood Ln - Chimacum Creek delta",1.46016133119224,1
"Broad Spit (Fisherman's Point) - Chimacum Creek delta",1.61718985423945,1
"Browns Point Lighthouse - Chimacum Creek delta",0.242680444709325,1
"Cap Sante - Chimacum Creek delta",2.1794437404117,1
"Chambers Bay Park - Chimacum Creek delta",2.65317024005741,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chimacum Creek delta",0.662782727147317,1
"Aiston Preserve - Chuckanut, Clark's Point",-1.84967364160805,1
"Arroyo Beach - Chuckanut, Clark's Point",-0.547729320365697,1
"Blair Waterway - Chuckanut, Clark's Point",-0.807575261385653,1
"Blair Waterway #2 - Chuckanut, Clark's Point",-1.11646930276938,1
"Brackenwood Ln - Chuckanut, Clark's Point",-0.821850581662673,1
"Broad Spit (Fisherman's Point) - Chuckanut, Clark's Point",-0.664822058615462,1
"Browns Point Lighthouse - Chuckanut, Clark's Point",-2.03933146814559,1
