"Comparison","Z","P.adjusted"
"Aiston Preserve - Arroyo Beach",-1.24316060193449,1
"Aiston Preserve - Blair Waterway",-1.79617220290146,1
"Arroyo Beach - Blair Waterway",-0.724447463451262,1
"Aiston Preserve - Blair Waterway #2",0.797188775258824,1
"Arroyo Beach - Blair Waterway #2",2.11643715153284,1
"Blair Waterway - Blair Waterway #2",2.59336097816029,1
"Aiston Preserve - Brackenwood Ln",-2.0079566895617,1
"Arroyo Beach - Brackenwood Ln",-0.956445744798192,1
"Blair Waterway - Brackenwood Ln",-0.211784486660239,1
"Blair Waterway #2 - Brackenwood Ln",-2.80514546482052,1
"Aiston Preserve - Broad Spit (Fisherman's Point)",-0.975007825379214,1
"Arroyo Beach - Broad Spit (Fisherman's Point)",0.175093042525985,1
"Blair Waterway - Broad Spit (Fisherman's Point)",0.821164377522248,1
"Blair Waterway #2 - Broad Spit (Fisherman's Point)",-1.77219660063804,1
"Brackenwood Ln - Broad Spit (Fisherman's Point)",1.03294886418249,1
"Aiston Preserve - Browns Point Lighthouse",-1.77419456749332,1
"Arroyo Beach - Browns Point Lighthouse",-0.700372170103939,1
"Blair Waterway - Browns Point Lighthouse",0.021977635408138,1
"Blair Waterway #2 - Browns Point Lighthouse",-2.57138334275215,1
"Brackenwood Ln - Browns Point Lighthouse",0.233762122068377,1
"Broad Spit (Fisherman's Point) - Browns Point Lighthouse",-0.79918674211411,1
"Aiston Preserve - Cap Sante",0.986995626510925,1
"Arroyo Beach - Cap Sante",2.32436013953245,1
"Blair Waterway - Cap Sante",2.78316782941239,1
"Blair Waterway #2 - Cap Sante",0.189806851252101,1
"Brackenwood Ln - Cap Sante",2.99495231607263,1
"Broad Spit (Fisherman's Point) - Cap Sante",1.96200345189014,1
"Browns Point Lighthouse - Cap Sante",2.76119019400425,1
"Aiston Preserve - Chambers Bay Park",0.299695028292791,1
"Arroyo Beach - Chambers Bay Park",1.57146005667071,1
"Blair Waterway - Chambers Bay Park",2.09586723119425,1
"Blair Waterway #2 - Chambers Bay Park",-0.497493746966033,1
"Brackenwood Ln - Chambers Bay Park",2.30765171785449,1
"Broad Spit (Fisherman's Point) - Chambers Bay Park",1.274702853672,1
"Browns Point Lighthouse - Chambers Bay Park",2.07388959578611,1
"Cap Sante - Chambers Bay Park",-0.687300598218134,1
"Aiston Preserve - Cherry Point Aquatic Reserve, Conoco Phillips",0.201794652383813,1
"Arroyo Beach - Cherry Point Aquatic Reserve, Conoco Phillips",1.46421556812355,1
"Blair Waterway - Cherry Point Aquatic Reserve, Conoco Phillips",1.99796685528527,1
"Blair Waterway #2 - Cherry Point Aquatic Reserve, Conoco Phillips",-0.595394122875012,1
"Brackenwood Ln - Cherry Point Aquatic Reserve, Conoco Phillips",2.20975134194551,1
"Broad Spit (Fisherman's Point) - Cherry Point Aquatic Reserve, Conoco Phillips",1.17680247776303,1
"Browns Point Lighthouse - Cherry Point Aquatic Reserve, Conoco Phillips",1.97598921987714,1
"Cap Sante - Cherry Point Aquatic Reserve, Conoco Phillips",-0.785200974127113,1
"Chambers Bay Park - Cherry Point Aquatic Reserve, Conoco Phillips",-0.0979003759089784,1
"Aiston Preserve - Chimacum Creek delta",-0.405587271622911,1
"Arroyo Beach - Chimacum Creek delta",0.798862006524805,1
"Blair Waterway - Chimacum Creek delta",1.39058493127855,1
"Blair Waterway #2 - Chimacum Creek delta",-1.20277604688174,1
"Brackenwood Ln - Chimacum Creek delta",1.60236941793879,1
"Broad Spit (Fisherman's Point) - Chimacum Creek delta",0.569420553756303,1
"Browns Point Lighthouse - Chimacum Creek delta",1.36860729587041,1
"Cap Sante - Chimacum Creek delta",-1.39258289813384,1
"Chambers Bay Park - Chimacum Creek delta",-0.705282299915702,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chimacum Creek delta",-0.607381924006723,1
"Aiston Preserve - Chuckanut, Clark's Point",-0.929054587707652,1
"Arroyo Beach - Chuckanut, Clark's Point",0.225432292252205,1
"Blair Waterway - Chuckanut, Clark's Point",0.867117615193809,1
"Blair Waterway #2 - Chuckanut, Clark's Point",-1.72624336296648,1
"Brackenwood Ln - Chuckanut, Clark's Point",1.07890210185405,1
"Broad Spit (Fisherman's Point) - Chuckanut, Clark's Point",0.0459532376715613,1
"Browns Point Lighthouse - Chuckanut, Clark's Point",0.845139979785671,1
"Cap Sante - Chuckanut, Clark's Point",-1.91605021421858,1
"Chambers Bay Park - Chuckanut, Clark's Point",-1.22874961600044,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Chuckanut, Clark's Point",-1.13084924009147,1
"Chimacum Creek delta - Chuckanut, Clark's Point",-0.523467316084742,1
"Aiston Preserve - Comm Bay Skookum",0.479512045268466,1
"Arroyo Beach - Comm Bay Skookum",1.76843972951245,1
"Blair Waterway - Comm Bay Skookum",2.27568424816993,1
"Blair Waterway #2 - Comm Bay Skookum",-0.317676729990359,1
"Brackenwood Ln - Comm Bay Skookum",2.48746873483017,1
"Broad Spit (Fisherman's Point) - Comm Bay Skookum",1.45451987064768,1
"Browns Point Lighthouse - Comm Bay Skookum",2.25370661276179,1
"Cap Sante - Comm Bay Skookum",-0.50748358124246,1
"Chambers Bay Park - Comm Bay Skookum",0.179817016975675,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay Skookum",0.277717392884653,1
"Chimacum Creek delta - Comm Bay Skookum",0.885099316891376,1
"Chuckanut, Clark's Point - Comm Bay Skookum",1.40856663297612,1
"Aiston Preserve - Comm Bay, Dick Gilmur Launch",-1.46450970492411,1
"Arroyo Beach - Comm Bay, Dick Gilmur Launch",-0.361129400209843,1
"Blair Waterway - Comm Bay, Dick Gilmur Launch",0.331662497977355,1
"Blair Waterway #2 - Comm Bay, Dick Gilmur Launch",-2.26169848018293,1
"Brackenwood Ln - Comm Bay, Dick Gilmur Launch",0.543446984637595,1
"Broad Spit (Fisherman's Point) - Comm Bay, Dick Gilmur Launch",-0.489501879544892,1
"Browns Point Lighthouse - Comm Bay, Dick Gilmur Launch",0.309684862569217,1
"Cap Sante - Comm Bay, Dick Gilmur Launch",-2.45150533143503,1
"Chambers Bay Park - Comm Bay, Dick Gilmur Launch",-1.7642047332169,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay, Dick Gilmur Launch",-1.66630435730792,1
"Chimacum Creek delta - Comm Bay, Dick Gilmur Launch",-1.0589224333012,1
"Chuckanut, Clark's Point - Comm Bay, Dick Gilmur Launch",-0.535455117216453,1
"Comm Bay Skookum - Comm Bay, Dick Gilmur Launch",-1.94402175019257,1
"Aiston Preserve - Comm Bay, Milwaukee Waterway",0.0438056732687633,1
"Arroyo Beach - Comm Bay, Milwaukee Waterway",1.37374260511158,1
"Blair Waterway - Comm Bay, Milwaukee Waterway",1.93713741695234,1
"Blair Waterway #2 - Comm Bay, Milwaukee Waterway",-0.796505078377227,1
"Brackenwood Ln - Comm Bay, Milwaukee Waterway",2.1603778672643,1
"Broad Spit (Fisherman's Point) - Comm Bay, Milwaukee Waterway",1.07155416149744,1
"Browns Point Lighthouse - Comm Bay, Milwaukee Waterway",1.91397095512751,1
"Cap Sante - Comm Bay, Milwaukee Waterway",-0.996579066864367,1
"Chambers Bay Park - Comm Bay, Milwaukee Waterway",-0.272100624342511,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay, Milwaukee Waterway",-0.168904567122828,1
"Chimacum Creek delta - Comm Bay, Milwaukee Waterway",0.471332196036022,1
"Chuckanut, Clark's Point - Comm Bay, Milwaukee Waterway",1.02311519586371,1
"Comm Bay Skookum - Comm Bay, Milwaukee Waterway",-0.461644402909276,1
"Comm Bay, Dick Gilmur Launch - Comm Bay, Milwaukee Waterway",1.58753444759586,1
"Aiston Preserve - Des Moines Marina",0.0759227405008404,1
"Arroyo Beach - Des Moines Marina",1.32632979713433,1
"Blair Waterway - Des Moines Marina",1.8720949434023,1
"Blair Waterway #2 - Des Moines Marina",-0.721266034757984,1
"Brackenwood Ln - Des Moines Marina",2.08387943006254,1
"Broad Spit (Fisherman's Point) - Des Moines Marina",1.05093056588005,1
"Browns Point Lighthouse - Des Moines Marina",1.85011730799416,1
"Cap Sante - Des Moines Marina",-0.911072886010085,1
"Chambers Bay Park - Des Moines Marina",-0.223772287791951,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Des Moines Marina",-0.125871911882972,1
"Chimacum Creek delta - Des Moines Marina",0.481510012123751,1
"Chuckanut, Clark's Point - Des Moines Marina",1.00497732820849,1
"Comm Bay Skookum - Des Moines Marina",-0.403589304767625,1
"Comm Bay, Dick Gilmur Launch - Des Moines Marina",1.54043244542495,1
"Comm Bay, Milwaukee Waterway - Des Moines Marina",0.0362239221260929,1
"Aiston Preserve - Discovery Bay",-1.84412340742831,1
"Arroyo Beach - Discovery Bay",-0.776975376209057,1
"Blair Waterway - Discovery Bay",-0.0479512045268466,1
"Blair Waterway #2 - Discovery Bay",-2.64131218268713,1
"Brackenwood Ln - Discovery Bay",0.163833282133392,1
"Broad Spit (Fisherman's Point) - Discovery Bay",-0.869115582049094,1
"Browns Point Lighthouse - Discovery Bay",-0.0699288399349846,1
"Cap Sante - Discovery Bay",-2.83111903393923,1
"Chambers Bay Park - Discovery Bay",-2.1438184357211,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Discovery Bay",-2.04591805981212,1
"Chimacum Creek delta - Discovery Bay",-1.4385361358054,1
"Chuckanut, Clark's Point - Discovery Bay",-0.915068819720655,1
"Comm Bay Skookum - Discovery Bay",-2.32363545269677,1
"Comm Bay, Dick Gilmur Launch - Discovery Bay",-0.379613702504202,1
"Comm Bay, Milwaukee Waterway - Discovery Bay",-1.98768242457014,1
"Des Moines Marina - Discovery Bay",-1.92004614792915,1
"Aiston Preserve - Donkey Creek Delta",-1.0848960024199,1
"Arroyo Beach - Donkey Creek Delta",0.0547165757893702,1
"Blair Waterway - Donkey Creek Delta",0.711276200481557,1
"Blair Waterway #2 - Donkey Creek Delta",-1.88208477767873,1
"Brackenwood Ln - Donkey Creek Delta",0.923060687141797,1
"Broad Spit (Fisherman's Point) - Donkey Creek Delta",-0.10988817704069,1
"Browns Point Lighthouse - Donkey Creek Delta",0.68929856507342,1
"Cap Sante - Donkey Creek Delta",-2.07189162893083,1
"Chambers Bay Park - Donkey Creek Delta",-1.38459103071269,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Donkey Creek Delta",-1.28669065480372,1
"Chimacum Creek delta - Donkey Creek Delta",-0.679308730796993,1
"Chuckanut, Clark's Point - Donkey Creek Delta",-0.155841414712251,1
"Comm Bay Skookum - Donkey Creek Delta",-1.56440804768837,1
"Comm Bay, Dick Gilmur Launch - Donkey Creek Delta",0.379613702504202,1
"Comm Bay, Milwaukee Waterway - Donkey Creek Delta",-1.18738647062158,1
"Des Moines Marina - Donkey Creek Delta",-1.16081874292074,1
"Discovery Bay - Donkey Creek Delta",0.759227405008404,1
"Aiston Preserve - Eagle Harbor Dr",-1.17680247776303,1
"Arroyo Beach - Eagle Harbor Dr",-0.045961923663071,1
"Blair Waterway - Eagle Harbor Dr",0.619369725138435,1
"Blair Waterway #2 - Eagle Harbor Dr",-1.97399125302185,1
"Brackenwood Ln - Eagle Harbor Dr",0.831154211798674,1
"Broad Spit (Fisherman's Point) - Eagle Harbor Dr",-0.201794652383813,1
"Browns Point Lighthouse - Eagle Harbor Dr",0.597392089730297,1
"Cap Sante - Eagle Harbor Dr",-2.16379810427395,1
"Chambers Bay Park - Eagle Harbor Dr",-1.47649750605582,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eagle Harbor Dr",-1.37859713014684,1
"Chimacum Creek delta - Eagle Harbor Dr",-0.771215206140116,1
"Chuckanut, Clark's Point - Eagle Harbor Dr",-0.247747890055374,1
"Comm Bay Skookum - Eagle Harbor Dr",-1.65631452303149,1
"Comm Bay, Dick Gilmur Launch - Eagle Harbor Dr",0.287707227161079,1
"Comm Bay, Milwaukee Waterway - Eagle Harbor Dr",-1.28426440188903,1
"Des Moines Marina - Eagle Harbor Dr",-1.25272521826387,1
"Discovery Bay - Eagle Harbor Dr",0.667320929665281,1
"Donkey Creek Delta - Eagle Harbor Dr",-0.0919064753431226,1
"Aiston Preserve - Eastsound, Fishing Bay",0.811174543245821,1
"Arroyo Beach - Eastsound, Fishing Bay",2.13175779275386,1
"Blair Waterway - Eastsound, Fishing Bay",2.60734674614728,1
"Blair Waterway #2 - Eastsound, Fishing Bay",0.0139857679869969,1
"Brackenwood Ln - Eastsound, Fishing Bay",2.81913123280752,1
"Broad Spit (Fisherman's Point) - Eastsound, Fishing Bay",1.78618236862503,1
"Browns Point Lighthouse - Eastsound, Fishing Bay",2.58536911073914,1
"Cap Sante - Eastsound, Fishing Bay",-0.175821083265104,1
"Chambers Bay Park - Eastsound, Fishing Bay",0.51147951495303,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eastsound, Fishing Bay",0.609379890862008,1
"Chimacum Creek delta - Eastsound, Fishing Bay",1.21676181486873,1
"Chuckanut, Clark's Point - Eastsound, Fishing Bay",1.74022913095347,1
"Comm Bay Skookum - Eastsound, Fishing Bay",0.331662497977355,1
"Comm Bay, Dick Gilmur Launch - Eastsound, Fishing Bay",2.27568424816993,1
"Comm Bay, Milwaukee Waterway - Eastsound, Fishing Bay",0.811247372265753,1
"Des Moines Marina - Eastsound, Fishing Bay",0.735251802744981,1
"Discovery Bay - Eastsound, Fishing Bay",2.65529795067413,1
"Donkey Creek Delta - Eastsound, Fishing Bay",1.89607054566572,1
"Eagle Harbor Dr - Eastsound, Fishing Bay",1.98797702100885,1
"Aiston Preserve - Edmonds Ferry",-1.04293869845891,1
"Arroyo Beach - Edmonds Ferry",0.100678499452441,1
"Blair Waterway - Edmonds Ferry",0.753233504442548,1
"Blair Waterway #2 - Edmonds Ferry",-1.84012747371774,1
"Brackenwood Ln - Edmonds Ferry",0.965017991102787,1
"Broad Spit (Fisherman's Point) - Edmonds Ferry",-0.0679308730796993,1
"Browns Point Lighthouse - Edmonds Ferry",0.73125586903441,1
"Cap Sante - Edmonds Ferry",-2.02993432496984,1
"Chambers Bay Park - Edmonds Ferry",-1.3426337267517,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Edmonds Ferry",-1.24473335084273,1
"Chimacum Creek delta - Edmonds Ferry",-0.637351426836002,1
"Chuckanut, Clark's Point - Edmonds Ferry",-0.113884110751261,1
"Comm Bay Skookum - Edmonds Ferry",-1.52245074372738,1
"Comm Bay, Dick Gilmur Launch - Edmonds Ferry",0.421571006465193,1
"Comm Bay, Milwaukee Waterway - Edmonds Ferry",-1.143159588956,1
"Des Moines Marina - Edmonds Ferry",-1.11886143895975,1
"Discovery Bay - Edmonds Ferry",0.801184708969395,1
"Donkey Creek Delta - Edmonds Ferry",0.0419573039609908,1
"Eagle Harbor Dr - Edmonds Ferry",0.133863779304113,1
"Eastsound, Fishing Bay - Edmonds Ferry",-1.85411324170473,1
"Aiston Preserve - Edmonds Marina",0.0119878011317116,1
"Arroyo Beach - Edmonds Marina",1.25629258012394,1
"Blair Waterway - Edmonds Marina",1.80816000403317,1
"Blair Waterway #2 - Edmonds Marina",-0.785200974127113,1
"Brackenwood Ln - Edmonds Marina",2.01994449069341,1
"Broad Spit (Fisherman's Point) - Edmonds Marina",0.986995626510925,1
"Browns Point Lighthouse - Edmonds Marina",1.78618236862503,1
"Cap Sante - Edmonds Marina",-0.975007825379214,1
"Chambers Bay Park - Edmonds Marina",-0.287707227161079,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Edmonds Marina",-0.189806851252101,1
"Chimacum Creek delta - Edmonds Marina",0.417575072754622,1
"Chuckanut, Clark's Point - Edmonds Marina",0.941042388839364,1
"Comm Bay Skookum - Edmonds Marina",-0.467524244136754,1
"Comm Bay, Dick Gilmur Launch - Edmonds Marina",1.47649750605582,1
"Comm Bay, Milwaukee Waterway - Edmonds Marina",-0.0311694213643123,1
"Des Moines Marina - Edmonds Marina",-0.0639349393691288,1
"Discovery Bay - Edmonds Marina",1.85611120856002,1
"Donkey Creek Delta - Edmonds Marina",1.09688380355162,1
"Eagle Harbor Dr - Edmonds Marina",1.18879027889474,1
"Eastsound, Fishing Bay - Edmonds Marina",-0.79918674211411,1
"Edmonds Ferry - Edmonds Marina",1.05492649959062,1
"Aiston Preserve - Eld Inlet",-2.17378793855038,1
"Arroyo Beach - Eld Inlet",-1.1381047764189,1
"Blair Waterway - Eld Inlet",-0.377615735648917,1
"Blair Waterway #2 - Eld Inlet",-2.9709767138092,1
"Brackenwood Ln - Eld Inlet",-0.165831248988678,1
"Broad Spit (Fisherman's Point) - Eld Inlet",-1.19878011317116,1
"Browns Point Lighthouse - Eld Inlet",-0.399593371057055,1
"Cap Sante - Eld Inlet",-3.1607835650613,1
"Chambers Bay Park - Eld Inlet",-2.47348296684317,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Eld Inlet",-2.37558259093419,1
"Chimacum Creek delta - Eld Inlet",-1.76820066692747,1
"Chuckanut, Clark's Point - Eld Inlet",-1.24473335084273,1
"Comm Bay Skookum - Eld Inlet",-2.65329998381884,1
"Comm Bay, Dick Gilmur Launch - Eld Inlet",-0.709278233626272,1
"Comm Bay, Milwaukee Waterway - Eld Inlet",-2.33517935194254,1
"Des Moines Marina - Eld Inlet",-2.24971067905122,1
"Discovery Bay - Eld Inlet",-0.32966453112207,1
"Donkey Creek Delta - Eld Inlet",-1.08889193613047,1
"Eagle Harbor Dr - Eld Inlet",-0.996985460787352,1
"Eastsound, Fishing Bay - Eld Inlet",-2.9849624817962,1
"Edmonds Ferry - Eld Inlet",-1.13084924009147,1
"Edmonds Marina - Eld Inlet",-2.18577573968209,1
"Aiston Preserve - Elliot Bay Myrtle Edwards",-1.42031471406029,1
"Arroyo Beach - Elliot Bay Myrtle Edwards",-0.248244247934565,1
"Blair Waterway - Elliot Bay Myrtle Edwards",0.473017029623282,1
"Blair Waterway #2 - Elliot Bay Myrtle Edwards",-2.26062546570628,1
"Brackenwood Ln - Elliot Bay Myrtle Edwards",0.696257479935249,1
"Broad Spit (Fisherman's Point) - Elliot Bay Myrtle Edwards",-0.392566225831611,1
"Browns Point Lighthouse - Elliot Bay Myrtle Edwards",0.449850567798455,1
"Cap Sante - Elliot Bay Myrtle Edwards",-2.46069945419342,1
"Chambers Bay Park - Elliot Bay Myrtle Edwards",-1.73622101167157,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Elliot Bay Myrtle Edwards",-1.63302495445188,1
"Chimacum Creek delta - Elliot Bay Myrtle Edwards",-0.992788191293032,1
"Chuckanut, Clark's Point - Elliot Bay Myrtle Edwards",-0.441005191465339,1
"Comm Bay Skookum - Elliot Bay Myrtle Edwards",-1.92576479023833,1
"Comm Bay, Dick Gilmur Launch - Elliot Bay Myrtle Edwards",0.123414060266804,1
"Comm Bay, Milwaukee Waterway - Elliot Bay Myrtle Edwards",-1.55293418153077,1
"Des Moines Marina - Elliot Bay Myrtle Edwards",-1.50034430945515,1
"Discovery Bay - Elliot Bay Myrtle Edwards",0.523562037241086,1
"Donkey Creek Delta - Elliot Bay Myrtle Edwards",-0.276733916707477,1
"Eagle Harbor Dr - Elliot Bay Myrtle Edwards",-0.179855985440019,1
"Eastsound, Fishing Bay - Elliot Bay Myrtle Edwards",-2.27536775959481,1
"Edmonds Ferry - Elliot Bay Myrtle Edwards",-0.320960798373055,1
"Edmonds Marina - Elliot Bay Myrtle Edwards",-1.43295096596474,1
"Eld Inlet - Elliot Bay Myrtle Edwards",0.871058964613487,1
"Aiston Preserve - Elliott Bay, Harbor Island, Pier 17",-0.0519471382374171,1
"Arroyo Beach - Elliott Bay, Harbor Island, Pier 17",1.18625536311355,1
"Blair Waterway - Elliott Bay, Harbor Island, Pier 17",1.74422506466404,1
"Blair Waterway #2 - Elliott Bay, Harbor Island, Pier 17",-0.849135913496241,1
"Brackenwood Ln - Elliott Bay, Harbor Island, Pier 17",1.95600955132428,1
"Broad Spit (Fisherman's Point) - Elliott Bay, Harbor Island, Pier 17",0.923060687141797,1
"Browns Point Lighthouse - Elliott Bay, Harbor Island, Pier 17",1.72224742925591,1
"Cap Sante - Elliott Bay, Harbor Island, Pier 17",-1.03894276474834,1
"Chambers Bay Park - Elliott Bay, Harbor Island, Pier 17",-0.351642166530208,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Elliott Bay, Harbor Island, Pier 17",-0.25374179062123,1
"Chimacum Creek delta - Elliott Bay, Harbor Island, Pier 17",0.353640133385493,1
"Chuckanut, Clark's Point - Elliott Bay, Harbor Island, Pier 17",0.877107449470235,1
"Comm Bay Skookum - Elliott Bay, Harbor Island, Pier 17",-0.531459183505883,1
"Comm Bay, Dick Gilmur Launch - Elliott Bay, Harbor Island, Pier 17",1.41256256668669,1
"Comm Bay, Milwaukee Waterway - Elliott Bay, Harbor Island, Pier 17",-0.0985627648547176,1
"Des Moines Marina - Elliott Bay, Harbor Island, Pier 17",-0.127869878738258,1
"Discovery Bay - Elliott Bay, Harbor Island, Pier 17",1.79217626919089,1
"Donkey Creek Delta - Elliott Bay, Harbor Island, Pier 17",1.03294886418249,1
"Eagle Harbor Dr - Elliott Bay, Harbor Island, Pier 17",1.12485533952561,1
"Eastsound, Fishing Bay - Elliott Bay, Harbor Island, Pier 17",-0.863121681483238,1
"Edmonds Ferry - Elliott Bay, Harbor Island, Pier 17",0.990991560221496,1
"Edmonds Marina - Elliott Bay, Harbor Island, Pier 17",-0.0639349393691288,1
"Eld Inlet - Elliott Bay, Harbor Island, Pier 17",2.12184080031296,1
"Elliot Bay Myrtle Edwards - Elliott Bay, Harbor Island, Pier 17",1.36555762247434,1
"Aiston Preserve - Everett Harbor",0.823162344377533,1
"Arroyo Beach - Everett Harbor",2.14488977094331,1
"Blair Waterway - Everett Harbor",2.61933454727899,1
"Blair Waterway #2 - Everett Harbor",0.0259735691187086,1
"Brackenwood Ln - Everett Harbor",2.83111903393923,1
"Broad Spit (Fisherman's Point) - Everett Harbor",1.79817016975675,1
"Browns Point Lighthouse - Everett Harbor",2.59735691187086,1
"Cap Sante - Everett Harbor",-0.163833282133392,1
"Chambers Bay Park - Everett Harbor",0.523467316084742,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Everett Harbor",0.62136769199372,1
"Chimacum Creek delta - Everett Harbor",1.22874961600044,1
"Chuckanut, Clark's Point - Everett Harbor",1.75221693208519,1
"Comm Bay Skookum - Everett Harbor",0.343650299109067,1
"Comm Bay, Dick Gilmur Launch - Everett Harbor",2.28767204930164,1
"Comm Bay, Milwaukee Waterway - Everett Harbor",0.823883624170204,1
"Des Moines Marina - Everett Harbor",0.747239603876692,1
"Discovery Bay - Everett Harbor",2.66728575180584,1
"Donkey Creek Delta - Everett Harbor",1.90805834679744,1
"Eagle Harbor Dr - Everett Harbor",1.99996482214056,1
"Eastsound, Fishing Bay - Everett Harbor",0.0119878011317116,1
"Edmonds Ferry - Everett Harbor",1.86610104283645,1
"Edmonds Marina - Everett Harbor",0.811174543245821,1
"Eld Inlet - Everett Harbor",2.99695028292791,1
"Elliot Bay Myrtle Edwards - Everett Harbor",2.28800401149926,1
"Elliott Bay, Harbor Island, Pier 17 - Everett Harbor",0.87510948261495,1
"Aiston Preserve - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.4105645998314,1
"Arroyo Beach - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.302035498357324,1
"Blair Waterway - Fidalgo Bay Aq Reserve, Weaverling Spit",0.385607603070058,1
"Blair Waterway #2 - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.20775337509023,1
"Brackenwood Ln - Fidalgo Bay Aq Reserve, Weaverling Spit",0.597392089730297,1
"Broad Spit (Fisherman's Point) - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.43555677445219,1
"Browns Point Lighthouse - Fidalgo Bay Aq Reserve, Weaverling Spit",0.36362996766192,1
"Cap Sante - Fidalgo Bay Aq Reserve, Weaverling Spit",-2.39756022634233,1
"Chambers Bay Park - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.71025962812419,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.61235925221522,1
"Chimacum Creek delta - Fidalgo Bay Aq Reserve, Weaverling Spit",-1.00497732820849,1
"Chuckanut, Clark's Point - Fidalgo Bay Aq Reserve, Weaverling Spit",-0.481510012123751,1
