"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
"p42","1","p450","a83",0.534065934065934,0.0491599163719849
NA,NA,NA,NA,NA,NA
"p42","1","sod","a113",-0.578021978021978,0.030383014145237
"p42","1","sod","a119",-0.538461538461538,0.0469761458595552
"p42","1","sod","a126",-0.56043956043956,0.0371044770040743
"p42","1","sod","a84",-0.538461538461538,0.0469761458595552
"p42","1","sod","a85",-0.538461538461538,0.0469761458595552
"p42","1","sod","a86",-0.578021978021978,0.030383014145237
"p42","1","sod","a88",-0.564835164835165,0.0353301848675527
NA,NA,NA,NA,NA,NA
"p42","1","ci1","a112",0.626373626373626,0.0165419354288712
NA,NA,NA,NA,NA,NA
"p42","1","ci2","a112",-0.573626373626374,0.031970813976397
"p42","1","ci2","a83",-0.538461538461538,0.0469761458595552
"p42","1","ci2","a87",-0.551648351648352,0.0408490583511227
"p42","1","ci2","a91",-0.534065934065934,0.0491599163719849
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","3","p450","a101",-0.594405594405594,0.0415214944103186
"p42","3","p450","a97",-0.608391608391608,0.0358059970520292
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","4","ci1","a103",0.529736457631043,0.028739543749932
"p42","4","ci1","a95",0.620478350836361,0.00787035126342595
"p42","4","ci1","a97",0.555487535432552,0.0206138480538136
NA,NA,NA,NA,NA,NA
"p42","4","ci2","a103",0.573529411764706,0.0160814859673801
"p42","4","ci2","a109",0.553921568627451,0.0210498248670676
"p42","4","ci2","a95",0.54656862745098,0.0231938433767334
"p42","4","ci2","a97",0.681372549019608,0.00259660313572541
NA,NA,NA,NA,NA,NA
"p42","4","ci3","a87",-0.561963613206236,0.0188850995136856
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p42","2","p450","a103",0.521155830753354,0.0265656971038648
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
