"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km4","2","ci3","mercury",0.636363636363636,0.0479117261299753
NA,NA,NA,NA,NA,NA
"km4","2","shell","copper",-0.636363636363636,0.0479117261299753
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km4","4","sod","copper",0.419211822660099,0.0235964276871967
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km4","1","p450","arsenic",0.429230769230769,0.0322601586847862
NA,NA,NA,NA,NA,NA
"km4","1","sod","arsenic",-0.528461538461538,0.00661417533537989
NA,NA,NA,NA,NA,NA
"km4","1","ci1","mercury",0.41525473022972,0.0389946035253388
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
