"Comparison","Z","P.unadj","P.adj"
"Brackenwood Lane - Chambers Bay Park",-3.25917364057407,0.00111737256260693,0.0436719557920313
"Broad Spit - Chambers Bay Park",-3.50791122420037,0.000451639736460519,0.0291465178762311
"Broad Spit - Des Moines Marina",-3.37545733487281,0.000736931173941243,0.0358769124155605
"Arroyo Beach - Eastsound, Fishing Bay",3.67687375107129,0.000236109819975382,0.0218401583477228
"Blair Waterway Two - Eastsound, Fishing Bay",3.17098193051644,0.00151924593118146,0.0495989112826887
"Chambers Bay Park - Eastsound, Fishing Bay",4.3782284504164,1.19647898142755e-05,0.00664045834692289
"Cherry Point Aquatic Reserve, Conoco Phillips - Eastsound, Fishing Bay",3.28269142992277,0.00102821147300863,0.0425863707104321
"Chimacum Creek delta - Eastsound, Fishing Bay",3.45711503425897,0.000545991725048932,0.0303025407402157
"Des Moines Marina - Eastsound, Fishing Bay",4.23516189854514,2.28387098423843e-05,0.00704193553473517
"Eagle Harbor Dr - Eastsound, Fishing Bay",3.52178895496789,0.00042864523976622,0.0283212033416967
"Broad Spit - Gig Harbor Boat Launch",-3.1740548456213,0.00150325282623974,0.0496610308668486
"Eastsound, Fishing Bay - Gig Harbor Boat Launch",-4.01762234706966,5.8788313994793e-05,0.0101960982084719
"Chambers Bay Park - Hood Canal Holly",3.60674264410263,0.000310064910985553,0.024583717942426
"Des Moines Marina - Hood Canal Holly",3.45002108873388,0.000560542763149507,0.0299135801488439
"Gig Harbor Boat Launch - Hood Canal Holly",3.21171844974853,0.00131943615162272,0.0488191376100406
"Arroyo Beach - Jamestown",3.75402904316462,0.000174014687932843,0.0178848429264311
"Chambers Bay Park - Jamestown",4.47694086934644,7.57202105856351e-06,0.00700411947917124
"Cherry Point Aquatic Reserve, Conoco Phillips - Jamestown",3.27684019193372,0.00104975766765644,0.0428393754080385
"Chimacum Creek delta - Jamestown",3.4679116772463,0.000524519651616429,0.0309689794305445
"Des Moines Marina - Jamestown",4.32021931397769,1.55874207798128e-05,0.0061792989519972
"Eagle Harbor Dr - Jamestown",3.53875840775546,0.000402013595130416,0.0272094567435831
"Gig Harbor Boat Launch - Jamestown",4.08191667499234,4.46658117494466e-05,0.00885340197176531
"Chambers Bay Park - Locust Beach",3.19449971986514,0.00140073421112661,0.049203005517422
"Arroyo Beach - Manchester, Stormwater Outfall",3.23461840304442,0.0012180540483201,0.0463027395080588
"Chambers Bay Park - Manchester, Stormwater Outfall",3.97450639993038,7.05253659021417e-05,0.0108726605765802
"Des Moines Marina - Manchester, Stormwater Outfall",3.83143984805911,0.000127395522650706,0.015370546754596
"Gig Harbor Boat Launch - Manchester, Stormwater Outfall",3.61390029658364,0.000301625089837197,0.025363928009037
"Chambers Bay Park - Maristone Island",3.28757454504117,0.00101054431135695,0.0424887949093265
"Eastsound, Fishing Bay - Minter Bay",-3.53942729697942,0.000400996207479677,0.0278191118939026
"Jamestown - Minter Bay",-3.55808024334886,0.000373575199115684,0.0272808204617375
"Arroyo Beach - Penn Cove Reference",3.1981216024791,0.00138325937357084,0.0498512306708973
"Chambers Bay Park - Penn Cove Reference",3.94118953168638,8.10785286563895e-05,0.0118417324748148
"Des Moines Marina - Penn Cove Reference",3.79812297981512,0.000145795985695535,0.0168576608460463
"Gig Harbor Boat Launch - Penn Cove Reference",3.58058342833964,0.000342827855680834,0.0264263138753976
"Eastsound, Fishing Bay - Penrose Point State Park",-3.20429879876044,0.00135391884618858,0.0494358526075434
"Jamestown - Penrose Point State Park",-3.19096536707413,0.00141798276593874,0.0491862771935001
"Eastsound, Fishing Bay - Purdy, Burley Lagoon",-3.26505308791125,0.00109443562103979,0.0433865549769345
"Jamestown - Purdy, Burley Lagoon",-3.25751835634031,0.00112390989007514,0.0433173603466461
"Chambers Bay Park - Raft Island Park",3.46299448159614,0.000534199351267716,0.0308833999951648
"Des Moines Marina - Raft Island Park",3.31992792972488,0.00090040689634322,0.0390410802711318
"Chambers Bay Park - Rocky Point",3.1964595356442,0.00139125339072004,0.0494965148621554
"Arroyo Beach - Shilshole Bay",3.56308960813234,0.000366515497780113,0.0274886623335085
"Chambers Bay Park - Shilshole Bay",4.27435821412631,1.91688641152886e-05,0.00664919973999072
"Chimacum Creek delta - Shilshole Bay",3.35324479796887,0.000798700311953715,0.0375659892486705
"Des Moines Marina - Shilshole Bay",4.13129166225505,3.60730539149798e-05,0.00910024769218809
"Eagle Harbor Dr - Shilshole Bay",3.4179187186778,0.000631019486173992,0.0318378013478696
"Gig Harbor Boat Launch - Shilshole Bay",3.91375211077957,9.08729269777978e-05,0.0126086186181694
"Minter Bay - Shilshole Bay",3.43555706068932,0.000591336920127677,0.0309615085538548
"Arroyo Beach - Skiff Point",3.47936165389424,0.000502609803459541,0.0309942712133383
"Chambers Bay Park - Skiff Point",4.19792539874303,2.6937133176276e-05,0.0074750544564166
"Chimacum Creek delta - Skiff Point",3.2768119825856,0.00104986254827532,0.0422227329197685
"Des Moines Marina - Skiff Point",4.05485884687177,5.01645856796697e-05,0.0092804483507389
"Eagle Harbor Dr - Skiff Point",3.34148590329452,0.000833312479072929,0.0372974537004416
"Gig Harbor Boat Launch - Skiff Point",3.83731929539629,0.000124384700806416,0.0156894338517184
"Minter Bay - Skiff Point",3.35912424530605,0.000781899046547913,0.0374098250719044
"Brackenwood Lane - Suquamish, Stormwater Outfall",-3.40811963978251,0.000654122081485957,0.0324140852879202
"Broad Spit - Suquamish, Stormwater Outfall",-3.64580842404825,0.000266552504254689,0.0231150999783363
"Eastsound, Fishing Bay - Suquamish, Stormwater Outfall",-4.52717444962484,5.97775906824802e-06,0.00829414070719413
"Hood Canal Holly - Suquamish, Stormwater Outfall",-3.76990481133584,0.000163309822041712,0.0174301829294519
"Jamestown - Suquamish, Stormwater Outfall",-4.64010303657965,3.48235504214125e-06,0.00966353524194197
"Locust Beach - Suquamish, Stormwater Outfall",-3.34344571907358,0.000827448800301449,0.0376421380465003
"Manchester, Stormwater Outfall - Suquamish, Stormwater Outfall",-4.12345239913881,3.7323561935475e-05,0.00863107369757858
"Maristone Island - Suquamish, Stormwater Outfall",-3.45073671227438,0.0005590586671256,0.0304193686524224
