"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
"p16","1","p450","a113",0.534065934065934,0.0491599163719849
"p16","1","p450","a119",0.542857142857143,0.0448639664392485
"p16","1","p450","a126",0.556043956043956,0.0389436504186604
"p16","1","p450","a83",0.595604395604396,0.0246126107952869
"p16","1","p450","a84",0.542857142857143,0.0448639664392485
"p16","1","p450","a85",0.591208791208791,0.0259708136689625
"p16","1","p450","a86",0.534065934065934,0.0491599163719849
"p16","1","p450","a88",0.534065934065934,0.0491599163719849
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","1","ci2","a112",-0.534065934065934,0.0491599163719849
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","1","shell","a91",0.547252747252747,0.0428220493781972
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","3","sod","a107",0.535294117647059,0.0326158632940219
"p16","3","sod","a83",-0.547058823529412,0.0283010872421088
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","4","p450","a113",-0.653846153846154,0.0153485167321055
"p16","4","p450","a119",-0.664835164835165,0.0131655758455502
"p16","4","p450","a84",-0.565934065934066,0.0437925922354547
"p16","4","p450","a85",-0.697802197802198,0.00800071741122643
"p16","4","p450","a87",-0.67032967032967,0.012166220319952
"p16","4","p450","a88",-0.593406593406593,0.0325244402700968
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","4","ci3","a87",-0.561210984838344,0.0459811220865984
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","2","sod","a83",0.567857142857143,0.0272283567088618
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
