"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km5","4","ci3","mercury",0.636363636363636,0.0479117261299753
NA,NA,NA,NA,NA,NA
"km5","4","shell","copper",-0.636363636363636,0.0479117261299753
NA,NA,NA,NA,NA,NA
"km5","2","p450","mercury",0.508771929824561,0.0310685384072962
NA,NA,NA,NA,NA,NA
"km5","2","sod","arsenic",-0.521155830753354,0.0265656971038648
"km5","2","sod","zinc",-0.484004127966976,0.0418255154864637
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km5","1","sod","copper",0.458461538461538,0.0211704808451656
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km5","5","ci2","mercury",-0.666666666666667,0.0498672305688852
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"km5","3","sod","lead",0.622377622377622,0.0306758950616401
NA,NA,NA,NA,NA,NA
"km5","3","ci1","mercury",0.699300699300699,0.011374198642691
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
