"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
"p16","1","p450","a120",0.551648351648352,0.0408490583511227
"p16","1","p450","a121",0.551648351648352,0.0408490583511227
"p16","1","p450","a125",-0.802197802197802,0.000556305612792407
"p16","1","p450","a89",0.538461538461538,0.0469761458595552
"p16","1","p450","a93",0.551648351648352,0.0408490583511227
"p16","1","p450","a99",-0.740659340659341,0.00244519764044604
NA,NA,NA,NA,NA,NA
"p16","1","sod","a105",0.591208791208791,0.0259708136689625
NA,NA,NA,NA,NA,NA
"p16","1","ci1","a105",-0.554455781057503,0.03962437997285
NA,NA,NA,NA,NA,NA
"p16","1","ci2","a105",0.542857142857143,0.0448639664392485
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","3","ci1","a105",0.614164589027128,0.0113718154431501
"p16","3","ci1","a127",0.626061239662036,0.00947449391706456
"p16","3","ci1","a94",0.633496646308853,0.00842202352545351
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","4","p450","a129",0.637362637362637,0.0191181137774632
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","4","ci1","a129",0.593406593406593,0.0325244402700968
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","2","p450","a110",-0.514285714285714,0.0498392334714206
"p16","2","p450","a121",0.642857142857143,0.00973994469559525
"p16","2","p450","a89",0.589285714285714,0.0207943584831616
"p16","2","p450","a93",0.642857142857143,0.00973994469559525
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","2","ci1","a106",-0.597496483781353,0.0186648541681687
"p16","2","ci1","a110",-0.577818455872386,0.0240733038412719
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","2","ci3","a129",0.552279040905743,0.0327773126765045
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"p16","5","p450","a125",-0.623529411764706,0.00985565039092196
NA,NA,NA,NA,NA,NA
"p16","5","sod","a125",0.523529411764706,0.0374126481301493
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
