"Comparison","Z","P.unadj","P.adj"
"Aiston Preserve - Arroyo Beach",-0.936590878147193,0.348969045959893,0.741593542987939
"Aiston Preserve - Blair Waterway",-1.00402094407788,0.315368518529395,0.719434432895181
"Arroyo Beach - Blair Waterway",-0.163258960410979,0.870314545161337,0.965387920525984
"Aiston Preserve - Blair Waterway #2",-1.27463596416137,0.202438121835072,0.627767356000607
"Arroyo Beach - Blair Waterway #2",-0.459702862209861,0.645729514810079,0.888494864748866
"Blair Waterway - Blair Waterway #2",-0.27061502008349,0.786687142392041,0.936053731982777
"Aiston Preserve - Brackenwood Ln",-0.98833311682666,0.322989531589233,0.7221810635948
"Arroyo Beach - Brackenwood Ln",-0.146073806683507,0.883863123836332,0.968091767024303
"Blair Waterway - Brackenwood Ln",0.0156878272512168,0.987483438249988,0.995964438653181
"Blair Waterway #2 - Brackenwood Ln",0.286302847334707,0.774646177509089,0.931161248532288
"Aiston Preserve - Broad Spit (Fisherman's Point)",-1.14128943252602,0.253749498228775,0.66028650743345
"Arroyo Beach - Broad Spit (Fisherman's Point)",-0.313629055526354,0.75380278907386,0.922111111090804
"Blair Waterway - Broad Spit (Fisherman's Point)",-0.137268488448147,0.890818577199554,0.970202006861289
"Blair Waterway #2 - Broad Spit (Fisherman's Point)",0.133346531635343,0.893919329232168,0.969279850765189
"Brackenwood Ln - Broad Spit (Fisherman's Point)",-0.152956315699364,0.878432724852057,0.964882793747623
"Aiston Preserve - Browns Point Lighthouse",0.180410013388993,0.856830693757556,0.962687064824941
"Arroyo Beach - Browns Point Lighthouse",1.13422014601311,0.256702215447692,0.666685273004053
"Blair Waterway - Browns Point Lighthouse",1.18443095746687,0.236242511728071,0.644536388058102
"Blair Waterway #2 - Browns Point Lighthouse",1.45504597755036,0.1456565333501,0.563636528049601
"Brackenwood Ln - Browns Point Lighthouse",1.16874313021565,0.242507139233041,0.652402174370959
"Broad Spit (Fisherman's Point) - Browns Point Lighthouse",1.32169944591502,0.186268253253047,0.605427860453046
"Aiston Preserve - Cap Sante",-2.21198364242157,0.02696779519223,0.381361334105829
"Arroyo Beach - Cap Sante",-1.48651579742628,0.137142741491287,0.554524767616716
"Blair Waterway - Cap Sante",-1.2079626983437,0.227061610724979,0.642192052950962
"Blair Waterway #2 - Cap Sante",-0.937347678260205,0.348579745242512,0.741933720961407
"Brackenwood Ln - Cap Sante",-1.22365052559491,0.221084090706978,0.640030148981295
"Broad Spit (Fisherman's Point) - Cap Sante",-1.07069420989555,0.284306947094823,0.695573427629635
"Browns Point Lighthouse - Cap Sante",-2.39239365581056,0.0167388781428625,0.318392322985012
"Aiston Preserve - Chambers Bay Park",-2.13746646297829,0.0325600706449025,0.397940048922541
"Arroyo Beach - Chambers Bay Park",-1.40488631722079,0.160055085950173,0.582626397778189
"Blair Waterway - Chambers Bay Park",-1.13344551890042,0.257027207906105,0.664971732331791
"Blair Waterway #2 - Chambers Bay Park",-0.862830498816925,0.388230667830685,0.763737096730284
"Brackenwood Ln - Chambers Bay Park",-1.14913334615163,0.250501000086212,0.658174320265428
"Broad Spit (Fisherman's Point) - Chambers Bay Park",-0.996177030452268,0.319164137702259,0.71958458759082
"Browns Point Lighthouse - Chambers Bay Park",-2.31787647636729,0.0204560352423137,0.345323444934309
"Cap Sante - Chambers Bay Park",0.0745171794432799,0.940598871951181,0.983949478365663
"Aiston Preserve - Cherry Point Aquatic Reserve, Conoco Phillips",-0.22355153832984,0.823106276060208,0.952124219117183
"Arroyo Beach - Cherry Point Aquatic Reserve, Conoco Phillips",0.691702437530725,0.489124215919145,0.814503395312954
"Blair Waterway - Cherry Point Aquatic Reserve, Conoco Phillips",0.780469405748037,0.435114628811316,0.78769746140708
"Blair Waterway #2 - Cherry Point Aquatic Reserve, Conoco Phillips",1.05108442583153,0.293219816332085,0.699634915117456
"Brackenwood Ln - Cherry Point Aquatic Reserve, Conoco Phillips",0.76478157849682,0.444401618997223,0.791773596907321
"Broad Spit (Fisherman's Point) - Cherry Point Aquatic Reserve, Conoco Phillips",0.917737894196184,0.358756103661117,0.745384796914368
"Browns Point Lighthouse - Cherry Point Aquatic Reserve, Conoco Phillips",-0.403961551718833,0.686240992603775,0.896294449237329
"Cap Sante - Cherry Point Aquatic Reserve, Conoco Phillips",1.98843210409173,0.0467639211279304,0.419632395237675
"Chambers Bay Park - Cherry Point Aquatic Reserve, Conoco Phillips",1.91391492464845,0.0556310270851617,0.453955903797649
"Aiston Preserve - Chimacum Creek delta",0.415727422157246,0.677609472760386,0.896289513185996
"Arroyo Beach - Chimacum Creek delta",1.39199745192519,0.163923169559427,0.579524189764412
"Blair Waterway - Chimacum Creek delta",1.41974836623512,0.155680951842242,0.575231533414359
"Blair Waterway #2 - Chimacum Creek delta",1.69036338631861,0.0909584552453826,0.513972359033009
"Brackenwood Ln - Chimacum Creek delta",1.40406053898391,0.160300823016682,0.580392121941095
"Broad Spit (Fisherman's Point) - Chimacum Creek delta",1.55701685468327,0.119466483790956,0.532473552342196
"Browns Point Lighthouse - Chimacum Creek delta",0.235317408768252,0.813962384211249,0.948452286347965
"Cap Sante - Chimacum Creek delta",2.62771106457882,0.00859614956560186,0.286644444156674
"Chambers Bay Park - Chimacum Creek delta",2.55319388513554,0.0106740059788376,0.288304901488403
"Cherry Point Aquatic Reserve, Conoco Phillips - Chimacum Creek delta",0.639278960487085,0.522641472994351,0.833326221108467
"Aiston Preserve - Chuckanut, Clark's Point",-1.78056839301311,0.0749829870702158,0.497614368738705
"Arroyo Beach - Chuckanut, Clark's Point",-1.01392406992081,0.310618984994338,0.714635330894128
"Blair Waterway - Chuckanut, Clark's Point",-0.776547448935233,0.437425816227295,0.788183542114692
"Blair Waterway #2 - Chuckanut, Clark's Point",-0.505932428851742,0.612904086016842,0.874051708728348
"Brackenwood Ln - Chuckanut, Clark's Point",-0.792235276186449,0.428223503143523,0.78522178003439
"Broad Spit (Fisherman's Point) - Chuckanut, Clark's Point",-0.639278960487085,0.522641472994351,0.833818439786027
"Browns Point Lighthouse - Chuckanut, Clark's Point",-1.9609784064021,0.0498815419072565,0.438860080428339
"Cap Sante - Chuckanut, Clark's Point",0.431415249408463,0.666166463807411,0.891633111369583
"Chambers Bay Park - Chuckanut, Clark's Point",0.356898069965183,0.721168114589821,0.908100269234082
"Cherry Point Aquatic Reserve, Conoco Phillips - Chuckanut, Clark's Point",-1.55701685468327,0.119466483790956,0.533353673916316
"Chimacum Creek delta - Chuckanut, Clark's Point",-2.19629581517035,0.0280707770764084,0.384868877580605
"Aiston Preserve - Comm Bay Skookum",-1.50210945930401,0.133068842331196,0.55125604775546
"Arroyo Beach - Comm Bay Skookum",-0.708887591258197,0.478394236068437,0.811137998506497
"Blair Waterway - Comm Bay Skookum",-0.498088515226134,0.618421655043326,0.876827763922322
"Blair Waterway #2 - Comm Bay Skookum",-0.227473495142644,0.820055576868193,0.951447643093209
"Brackenwood Ln - Comm Bay Skookum",-0.513776342477351,0.607408369907098,0.871274565650064
"Broad Spit (Fisherman's Point) - Comm Bay Skookum",-0.360820026777987,0.718233990722073,0.906942500673361
"Browns Point Lighthouse - Comm Bay Skookum",-1.682519472693,0.0924681521783606,0.513902220234058
"Cap Sante - Comm Bay Skookum",0.709874183117561,0.477782161301519,0.810609056328771
"Chambers Bay Park - Comm Bay Skookum",0.635357003674281,0.525195603558696,0.835425986579528
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay Skookum",-1.27855792097417,0.201052775887297,0.626347805849582
"Chimacum Creek delta - Comm Bay Skookum",-1.91783688146126,0.0551316976262635,0.452616155892212
"Chuckanut, Clark's Point - Comm Bay Skookum",0.278458933709099,0.780660084994463,0.93381881734723
"Aiston Preserve - Comm Bay, Dick Gilmur Launch",-1.94725155755729,0.0515045832790308,0.443037832600835
"Arroyo Beach - Comm Bay, Dick Gilmur Launch",-1.1965163282752,0.231495130544296,0.644606543917673
"Blair Waterway - Comm Bay, Dick Gilmur Launch",-0.943230613479411,0.345562957916965,0.74017886545101
