"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Des Moines Marina","Jamestown",4.32021931397769,0,0.006,"Yes","bci","fj"
"Skiff Point","Suquamish Stormwater Outfall",-4.34687139795147,0,0.0062,"Yes","fghj","i"
"Chambers Bay Park","Eastsound, Fishing Bay",4.3782284504164,0,0.0065,"Yes","ci","f"
"Chambers Bay Park","Shilshole Bay",4.27435821412631,0,0.0065,"Yes","ci","fhj"
"Shilshole Bay","Suquamish Stormwater Outfall",-4.42330421333474,0,0.0066,"Yes","fhj","i"
"Chambers Bay Park","Jamestown",4.47694086934644,0,0.0068,"Yes","ci","fj"
"Des Moines Marina","Eastsound, Fishing Bay",4.23516189854514,0,0.0069,"Yes","bci","f"
"Chambers Bay Park","Skiff Point",4.19792539874303,0,0.0073,"Yes","ci","fghj"
"Eastsound, Fishing Bay","Suquamish Stormwater Outfall",-4.52717444962484,0,0.0081,"Yes","f","i"
"Manchester, Stormwater Outfall","Suquamish Stormwater Outfall",-4.12345239913881,0,0.0084,"Yes","efghj","i"
"Gig Harbor Boat Launch","Jamestown",4.08191667499234,0,0.0086,"Yes","abci","fj"
"Des Moines Marina","Shilshole Bay",4.13129166225505,0,0.0089,"Yes","bci","fhj"
"Des Moines Marina","Skiff Point",4.05485884687177,1e-04,0.009,"Yes","bci","fghj"
"Penn Cove Reference","Suquamish Stormwater Outfall",-4.09013553089482,0,0.009,"Yes","efghj","i"
"Jamestown","Suquamish Stormwater Outfall",-4.64010303657965,0,0.0094,"Yes","fj","i"
"Eastsound, Fishing Bay","Gig Harbor Boat Launch",-4.01762234706966,1e-04,0.0099,"Yes","f","abci"
"Chambers Bay Park","Manchester, Stormwater Outfall",3.97450639993038,1e-04,0.0106,"Yes","ci","efghj"
"Jamestown","Thea Foss Waterway",-3.97601202543338,1e-04,0.0111,"Yes","fj","abcdi"
"Chambers Bay Park","Penn Cove Reference",3.94118953168638,1e-04,0.0115,"Yes","ci","efghj"
"Gig Harbor Boat Launch","Shilshole Bay",3.91375211077957,1e-04,0.0123,"Yes","abci","fhj"
"Eastsound, Fishing Bay","Thea Foss Waterway",-3.89615013450704,1e-04,0.0126,"Yes","f","abcdi"
"Des Moines Marina","Manchester, Stormwater Outfall",3.83143984805911,1e-04,0.015,"Yes","bci","efghj"
"Gig Harbor Boat Launch","Skiff Point",3.83731929539629,1e-04,0.0153,"Yes","abci","fghj"
"Des Moines Marina","Penn Cove Reference",3.79812297981512,1e-04,0.0164,"Yes","bci","efghj"
"Shilshole Bay","Thea Foss Waterway",-3.78666129191484,2e-04,0.0165,"Yes","fhj","abcdi"
"Hood Canal Holly","Suquamish Stormwater Outfall",-3.76990481133584,2e-04,0.017,"Yes","defghj","i"
