"Comparison","Z","P.unadj","P.adj"
"Aiston Preserve - Arroyo Beach",-0.216514396368938,0.828586804608805,0.941528379995112
"Aiston Preserve - Blair Waterway",-0.298519199339979,0.765306924792829,0.913430845720474
"Arroyo Beach - Blair Waterway",-0.110497002284837,0.912015227143481,0.972888281403847
"Aiston Preserve - Blair Waterway #2",-0.151304251720263,0.879735715508447,0.956588634294813
"Arroyo Beach - Blair Waterway #2",0.0507688929416822,0.959509678734998,0.983542938240315
"Blair Waterway - Blair Waterway #2",0.147214947619716,0.88296236264886,0.957783671290993
"Aiston Preserve - Brackenwood Ln",1.54575695000701,0.122163277563203,0.427413228883694
"Arroyo Beach - Brackenwood Ln",1.90980629624739,0.056158158323938,0.310190563666578
"Blair Waterway - Brackenwood Ln",1.84427614934699,0.0651429055575309,0.326439680725215
"Blair Waterway #2 - Brackenwood Ln",1.69706120172728,0.0896850903920157,0.369831189540205
"Aiston Preserve - Broad Spit (Fisherman's Point)",1.25541635886813,0.209327653838989,0.534904439942392
"Arroyo Beach - Broad Spit (Fisherman's Point)",1.59175411399509,0.11143996405928,0.414599645900984
"Blair Waterway - Broad Spit (Fisherman's Point)",1.55393555820811,0.120199788865626,0.428310857158385
"Blair Waterway #2 - Broad Spit (Fisherman's Point)",1.40672061058839,0.159510251659178,0.481382334895462
"Brackenwood Ln - Broad Spit (Fisherman's Point)",-0.290340591138883,0.771555688328384,0.916031610626358
"Aiston Preserve - Browns Point Lighthouse",-1.16545166865608,0.243836213088103,0.572199488749754
"Arroyo Beach - Browns Point Lighthouse",-1.06017394084101,0.289065474104543,0.613809627009726
"Blair Waterway - Browns Point Lighthouse",-0.866932469316103,0.38597901182559,0.68813815903691
"Blair Waterway #2 - Browns Point Lighthouse",-1.01414741693582,0.310512415096671,0.630123240553049
"Brackenwood Ln - Browns Point Lighthouse",-2.71120861866309,0.00670384330770175,0.160239652868163
"Broad Spit (Fisherman's Point) - Browns Point Lighthouse",-2.42086802752421,0.015483497335377,0.208064309964444
"Aiston Preserve - Cap Sante",0.347590848546551,0.728147480031972,0.897229171335017
"Arroyo Beach - Cap Sante",0.597281093431553,0.550319725200377,0.801733321341002
"Blair Waterway - Cap Sante",0.646110047886529,0.518208088602331,0.776306182648306
"Blair Waterway #2 - Cap Sante",0.498895100266814,0.617853286005681,0.847117627158043
"Brackenwood Ln - Cap Sante",-1.19816610146046,0.230852359364085,0.559221724342953
"Broad Spit (Fisherman's Point) - Cap Sante",-0.907825510321579,0.363970418088867,0.672884393742662
"Browns Point Lighthouse - Cap Sante",1.51304251720263,0.130268859346088,0.438177072345933
"Aiston Preserve - Chambers Bay Park",-0.736074738098578,0.46168521549408,0.740945791473267
"Arroyo Beach - Chambers Bay Park",-0.589815079763658,0.555314631677658,0.805967125288207
"Blair Waterway - Chambers Bay Park",-0.437555538758599,0.661708507381329,0.865927654281477
"Blair Waterway #2 - Chambers Bay Park",-0.584770486378314,0.55870205177771,0.805688329872715
"Brackenwood Ln - Chambers Bay Park",-2.28183168810559,0.0224992791668017,0.225076122331598
"Broad Spit (Fisherman's Point) - Chambers Bay Park",-1.99149109696671,0.04642692304875,0.286954506074768
"Browns Point Lighthouse - Chambers Bay Park",0.429376930557504,0.667648939543118,0.86865114918399
"Cap Sante - Chambers Bay Park",-1.08366558664513,0.278513099204171,0.604713730667578
"Aiston Preserve - Cherry Point Aquatic Reserve, Conoco Phillips",0.0654288656087625,0.947832541881489,0.979753423506277
"Arroyo Beach - Cherry Point Aquatic Reserve, Conoco Phillips",0.288188127580724,0.773202736275949,0.916778134627454
"Blair Waterway - Cherry Point Aquatic Reserve, Conoco Phillips",0.363948064948741,0.715896791683385,0.890256553562073
"Blair Waterway #2 - Cherry Point Aquatic Reserve, Conoco Phillips",0.216733117329026,0.828416337480549,0.94173086175714
"Brackenwood Ln - Cherry Point Aquatic Reserve, Conoco Phillips",-1.48032808439825,0.13878571183907,0.451638804430515
"Broad Spit (Fisherman's Point) - Cherry Point Aquatic Reserve, Conoco Phillips",-1.18998749325937,0.234051307744614,0.560436686363655
"Browns Point Lighthouse - Cherry Point Aquatic Reserve, Conoco Phillips",1.23088053426484,0.21836754898753,0.545615864769026
"Cap Sante - Cherry Point Aquatic Reserve, Conoco Phillips",-0.282161982937788,0.777819307613284,0.918622627837114
"Chambers Bay Park - Cherry Point Aquatic Reserve, Conoco Phillips",0.80150360370734,0.422840158652616,0.713807042825447
"Aiston Preserve - Chimacum Creek delta",0.821950124210078,0.41110528366577,0.704118814953231
"Arroyo Beach - Chimacum Creek delta",1.116915644717,0.264030394726556,0.597274787400694
"Blair Waterway - Chimacum Creek delta",1.12046932355006,0.262513817910227,0.595339901070968
"Blair Waterway #2 - Chimacum Creek delta",0.973254375930342,0.330426891718749,0.643927153342236
"Brackenwood Ln - Chimacum Creek delta",-0.723806825796935,0.46918433821215,0.744137931597779
"Broad Spit (Fisherman's Point) - Chimacum Creek delta",-0.433466234658051,0.664676091000824,0.866034791024228
"Browns Point Lighthouse - Chimacum Creek delta",1.98740179286616,0.0468778891700972,0.287113783783294
"Cap Sante - Chimacum Creek delta",0.474359275663528,0.635243728476561,0.854904489594016
"Chambers Bay Park - Chimacum Creek delta",1.55802486230866,0.119227354562923,0.427099581796361
"Cherry Point Aquatic Reserve, Conoco Phillips - Chimacum Creek delta",0.756521258601316,0.44933673152227,0.735550613237364
"Aiston Preserve - Chuckanut, Clark's Point",0.797414299606792,0.425210457154165,0.716018357090647
"Arroyo Beach - Chuckanut, Clark's Point",1.09003799551258,0.2756964073291,0.601499189172777
"Blair Waterway - Chuckanut, Clark's Point",1.09593349894677,0.27310787787035,0.59972713668928
"Blair Waterway #2 - Chuckanut, Clark's Point",0.948718551327056,0.342763776214439,0.653817061832769
"Brackenwood Ln - Chuckanut, Clark's Point",-0.748342650400221,0.45425350493375,0.738230274865257
"Broad Spit (Fisherman's Point) - Chuckanut, Clark's Point",-0.458002059261337,0.6469509618132,0.859525109619997
"Browns Point Lighthouse - Chuckanut, Clark's Point",1.96286596826287,0.0496617500510733,0.292236137010782
"Cap Sante - Chuckanut, Clark's Point",0.449823451060242,0.652837746938121,0.86183516836748
"Chambers Bay Park - Chuckanut, Clark's Point",1.53348903770537,0.125155405614882,0.431179528782905
"Cherry Point Aquatic Reserve, Conoco Phillips - Chuckanut, Clark's Point",0.73198543399803,0.464177458352514,0.7409830466963
"Chimacum Creek delta - Chuckanut, Clark's Point",-0.0245358246032859,0.980425208408086,0.991066050864611
"Aiston Preserve - Comm Bay Skookum",-0.917464289792835,0.358899397314464,0.669929006320918
"Arroyo Beach - Comm Bay Skookum",-0.793324995506245,0.427588497494873,0.716449461373233
"Blair Waterway - Comm Bay Skookum",-0.641089214875874,0.521464720977274,0.779455567990933
"Blair Waterway #2 - Comm Bay Skookum",-0.77738377236917,0.436932383625994,0.72535609598882
"Brackenwood Ln - Comm Bay Skookum",-2.34855714347244,0.0188463071057644,0.215694387680804
"Broad Spit (Fisherman's Point) - Comm Bay Skookum",-2.07975398841622,0.037548103355875,0.271169591348177
"Browns Point Lighthouse - Comm Bay Skookum",0.161534290362425,0.871672606166198,0.955902439811165
"Cap Sante - Comm Bay Skookum",-1.23927088387423,0.215245197579689,0.541319626315401
"Chambers Bay Park - Comm Bay Skookum",-0.235991502326355,0.813439264134595,0.932950935213393
"Cherry Point Aquatic Reserve, Conoco Phillips - Comm Bay Skookum",-0.978039648678744,0.328054714765702,0.64441875242339
"Chimacum Creek delta - Comm Bay Skookum",-1.67844223579707,0.0932607982185536,0.375405985079454
"Chuckanut, Clark's Point - Comm Bay Skookum",-1.65572647621485,0.0977772230378967,0.386670980124977
