,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual,Valve,Weight,Length,Width,Height,Weight,,,,,,,,,,,,,,,,,,,,,
1,N/A,13.892,57.31,26.6,19.15,4.625,,,,,,,,,,,,,,,,,,,,,
2,N/A,15.309,58.42,26.46,19.39,5.149,,,,,,,,,,,,,,,,,,,,,
3,N/A,13.815,58.53,26.81,19.1,5.022,,,,,,,,,,,,,,,,,,,,,
4,N/A,13.466,55.06,25.56,18.39,4.776,,,,,,,,,,,,,,,,,,,,,
5,N/A,12.915,55.52,23.69,18.87,4.034,,,,,,,,,,,,,,,,,,,,,
6,N/A,16.868,58.65,26.34,20.32,5.826,,,,,,,,,,,,,,,,,,,,,
7,N/A,15.689,55.96,35.5,29.45,5.359,,,,,,,,,,,,,,,,,,,,,
8,N/A,14.717,51.31,31.55,24.5,5.017,,,,,,,,,,,,,,,,,,,,,
9,N/A,18.242,46.86,28.2,21.57,6.199,,,,,,,,,,,,,,,,,,,,,
10,N/A,11.143,52.15,28.83,22.84,3.983,,,,,,,,,,,,,,,,,,,,,
11,N/A,14.388,60.21,31.36,24.3,4.402,,,,,,,,,,,,,,,,,,,,,
12,N/A,13.61,59.56,32.33,24.54,3.954,,,,,,,,,,,,,,,,,,,,,
13,N/A,11.037,51.91,24.96,18.88,3.136,,,,,,,,,,,,,,,,,,,,,
14,N/A,14.671,55.51,25.49,19.86,4.645,,,,,,,,,,,,,,,,,,,,,
15,N/A,15.33,56.41,26.58,21.52,4.466,,,,,,,,,,,,,,,,,,,,,
16,N/A,11.752,53.03,24.84,19.26,3.118,,,,,,,,,,,,,,,,,,,,,
17,N/A,10.483,53.29,23.91,17.78,3.296,,,,,,,,,,,,,,,,,,,,,
18,N/A,12.325,54.96,25.82,18.71,3.583,,,,,,,,,,,,,,,,,,,,,
19,N/A,13.777,57.59,26.17,19.4,4.478,,,,,,,,,,,,,,,,,,,,,
20,N/A,11.656,53.76,24.74,18.75,3.194,,,,,,,,,,,,,,,,,,,,,
21,N/A,11.182,52.77,23.07,17.68,3.145,,,,,,,,,,,,,,,,,,,,,
22,N/A,15.016,58.43,26.47,19.34,4.457,,,,,,,,,,,,,,,,,,,,,
23,N/A,13.56,56.34,26.48,18.38,4.58,,,,,,,,,,,,,,,,,,,,,
24,N/A,12.715,56.93,26.91,18.56,3.778,,,,,,,,,,,,,,,,,,,,,
25,N/A,18.501,60.74,26.1,22.56,6.167,,,,,,,,,,,,,,,,,,,,,
26,N/A,14.773,53.85,25.85,20.32,4.312,,,,,,,,,,,,,,,,,,,,,
27,N/A,12.073,59.39,25.18,18.61,3.276,,,,,,,,,,,,,,,,,,,,,
28,N/A,12.94,53.3,25.54,19.44,4.44,,,,,,,,,,,,,,,,,,,,,
29,N/A,12.846,57.66,24.48,17.47,4.411,,,,,,,,,,,,,,,,,,,,,
30,N/A,12.174,56.35,23.07,18.29,4.044,,,,,,,,,,,,,,,,,,,,,
31,N/A,16.193,60.19,25.66,18.55,5.983,,,,,,,,,,,,,,,,,,,,,
32,N/A,17.646,61.43,25.83,22.25,6.059,,,,,,,,,,,,,,,,,,,,,
33,N/A,"11,760",54.14,23.55,17.8,4.046,,,,,,,,,,,,,,,,,,,,,
34,N/A,9.375,51.73,20.59,16.93,3.12,,,,,,,,,,,,,,,,,,,,,
35,N/A,17.294,59.07,26.32,21.34,5.6,,,,,,,,,,,,,,,,,,,,,
36,N/A,13.57,55.16,23.68,18.95,5.061,,,,,,,,,,,,,,,,,,,,,
37,N/A,13.552,54.74,26.67,19.1,4.595,,,,,,,,,,,,,,,,,,,,,
38,N/A,12.781,53.86,24.6,19.19,4.368,,,,,,,,,,,,,,,,,,,,,
39,N/A,12.189,55.26,24.65,18.56,3.829,,,,,,,,,,,,,,,,,,,,,
40,N/A,11.259,52.2,23.54,18.82,3.779,,,,,,,,,,,,,,,,,,,,,
41,N/A,15.736,57.58,26.59,20.95,4.297,,,,,,,,,,,,,,,,,,,,,
42,N/A,15.392,59.93,26.4,20.23,4.833,,,,,,,,,,,,,,,,,,,,,
43,N/A,17.856,59.76,30.94,21.59,5.177,,,,,,,,,,,,,,,,,,,,,
44,N/A,15.636,55.94,26.75,21.68,4.818,,,,,,,,,,,,,,,,,,,,,
45,N/A,17.91,59.93,28.12,21.96,5.5596,,,,,,,,,,,,,,,,,,,,,
46,N/A,16.171,54.98,28.61,21.15,"4,862",,,,,,,,,,,,,,,,,,,,,
47,N/A,12.242,56.09,25.42,17.77,3.695,,,,,,,,,,,,,,,,,,,,,
48,N/A,13.212,53.13,25.75,18.58,3.9,,,,,,,,,,,,,,,,,,,,,
49,N/A,13.388,58.26,25.96,19.08,4.171,,,,,,,,,,,,,,,,,,,,,
50,N/A,10.666,53.89,23.32,17.99,3.17,,,,,,,,,,,,,,,,,,,,,
51,N/A,11.223,52.92,24.54,19.2,3.673,,,,,,,,,,,,,,,,,,,,,
52,N/A,12.005,53.88,23.51,18.78,3.906,,,,,,,,,,,,,,,,,,,,,
53,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
54,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
55,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
56,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
57,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
58,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
59,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
60,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
61,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
62,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
63,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
64,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
65,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
66,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
67,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
68,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
69,N/A,16.0277,56.16,26.05,22.33,5.2154,,,,,,,,,,,,,,,,,,,,,
70,N/A,12.0242,54.47,25.88,17.49,3.4688,,,,,,,,,,,,,,,,,,,,,
71,N/A,11.8422,52.45,24.34,18.52,3.803,,,,,,,,,,,,,,,,,,,,,
72,N/A,17.1373,60.09,25.49,20.96,5.1041,,,,,,,,,,,,,,,,,,,,,
