"analyte","p.value","correlation"
"sod",0,1
"ci_wet_volume",0.753092089888694,-0.0371878795426437
"ci_wet_shell_weight",0.247520336981014,0.1361185985171
"ci_pollution",0.776191234082344,0.0335431321732692
"shell_thickness",0.962940755784325,-0.00549479034219058
"a1",0.703921747772034,-0.0448278415401703
"a2",0.724362068123723,-0.0415994076268049
"a3",0.375411096119006,-0.104361347649019
"a4",0.516169206730393,-0.0765198074787116
"a5",0.640299043023725,-0.0551055164753795
"a6",0.404505859854028,-0.0981710477600889
"a7",0.468224689540237,-0.0854646427249167
"a8",0.462676058941738,-0.08653091447612
"a9",0.435629894583319,-0.0918326545723806
"a10",0.485243732668345,-0.0822362088115513
"a11",0.202529916869824,0.149707515734913
"a12",0.424131254586322,-0.094142910033321
"a13",0.396864206024957,-0.0997704553868937
"a14",0.424131254586322,-0.094142910033321
"a15",0.340661795930538,0.112151055164754
"a16",0.850027620863485,0.0223176601258793
"a17",0.424131254586322,-0.094142910033321
"a18",0.424131254586322,-0.094142910033321
"a19",0.468224689540237,-0.0854646427249167
"a20",0.435629894583319,-0.0918326545723806
"a21",0.073141943528003,0.209626064420585
"a22",0.0412589198493568,0.238148833765272
"a23",0.462215308214425,-0.0866197704553869
"a24",0.0782735884834658,0.206042206590152
"a25",0.0658988158087913,0.215046279155868
"a26",0.596165676653244,0.0624805627545353
"a27",0.0534436838917418,0.225620140688634
"a28",0.163531712865683,0.1635394298408
"a29",0.851011940464194,-0.0221695668271011
"a30",0.114618943963362,0.184924102184376
"a31",0.502426418363604,-0.0790373935579415
"a32",0.619215456001883,-0.0586005183265457
"a33",0.951948156500664,0.00712328767123288
"a34",0.552608579431643,-0.0700037023324695
"a35",0.431481956401966,-0.0926619770455387
"a36",0.978366397565328,0.0032136245834876
"a37",0.160166729814587,0.164842650870048
"a38",0.132823059474415,0.176275453535727
"a39",0.931168912196611,0.0102036282858201
"a40",0.213641775065424,0.14612365790448
"a41",0.462215308214425,-0.0866197704553869
"a42",0.460834569391872,-0.0868863383931877
"a43",0.470082260178602,-0.0851092188078489
"a44",0.467142957121171,-0.0856719733432062
"a45",0.473809392807725,-0.0843983709737134
"a46",0.470082260178602,-0.0851092188078489
"a47",0.470392244387338,-0.0850499814883376
"a48",0.460834569391872,-0.0868863383931877
"a49",0.414250891528772,-0.0961569788967049
"a50",0.0368504778460993,0.243450573861533
"a51",0.0750599484407086,0.208263606071825
"a52",0.150815804234687,0.16857460199926
"a53",0.395037435397367,0.100155497963717
"a54",0.911232160252809,0.0131654942613847
"a55",0.0454792885158099,0.233498704183636
"a56",0.0531248037906343,0.22591632728619
"a57",0.00316271023860159,0.340244353942984
"a58",0.742716709085376,0.0387263976305072
"a59",0.460834569391872,-0.0868863383931877
"a60",0.0675461896565695,0.213772676786375
"a61",0.0514297642075358,0.227515734912995
"a62",0.0994059575629276,0.193009996297668
"a63",0.424131254586322,-0.094142910033321
"a64",0.455638982068067,0.0878933728248797
"a65",0.378822748517082,-0.103620881155128
"a66",0.460834569391872,-0.0868863383931877
"a67",0.378822748517082,-0.103620881155128
"a68",0.371341861661944,-0.105249907441688
"a69",0.237753764586912,-0.13877823028508
"a70",0.516494860908596,-0.0764605701592003
"a71",0.431481956401966,-0.0926619770455387
"a72",0.466679775429613,0.0857608293224732
