"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"4","5",-4.29684506398159,0,6e-04,"Yes","c","b"
"4","6",-4.13407414463995,0,6e-04,"Yes","c","b"
"3","4",3.88800497664956,1e-04,0.0012,"Yes","ab","c"
"4","7",-3.32082943374998,9e-04,0.0081,"Yes","c","ab"
"1","4",2.99287838525384,0.0028,0.0199,"Yes","a","c"
"5","9",2.85974850116922,0.0042,0.0254,"Yes","b","ac"
"1","5",-2.78354938410532,0.0054,0.0277,"Yes","a","b"
"6","9",2.69146867180651,0.0071,0.032,"Yes","b","ac"
"2","5",-2.63354137143005,0.0084,0.0338,"Yes","a","b"
"2","4",2.57426517973536,0.01,0.0362,"Yes","a","c"
"1","6",-2.45548637352777,0.0141,0.0422,"Yes","a","b"
"2","6",-2.48114350830192,0.0131,0.0429,"Yes","a","b"
"4","8",-2.41504093458671,0.0157,0.0436,"Yes","c","ab"
"3","9",2.24640287539752,0.0247,0.0592,"No","ab","ac"
"4","9",-2.26773545836319,0.0233,0.06,"No","c","ac"
"2","3",-1.97989503732225,0.0477,0.101,"No","a","ab"
"1","3",-1.98689299157789,0.0469,0.1056,"No","a","ab"
"7","9",1.64941661607009,0.0991,0.1981,"No","ab","ac"
"6","8",1.60042204675033,0.1095,0.2075,"No","b","ab"
"2","7",-1.40763401325213,0.1592,0.273,"No","a","ab"
"5","8",1.42392991070332,0.1545,0.278,"No","b","ab"
"1","7",-1.2600727293797,0.2076,0.3398,"No","a","ab"
"3","6",-1.03195173162434,0.3021,0.4728,"No","ab","b"
"3","8",0.973030929740643,0.3305,0.4958,"No","ab","ab"
"7","8",0.7976572448406,0.4251,0.5668,"No","ab","ab"
"6","7",0.849354974943093,0.3957,0.5698,"No","b","ab"
"1","9",0.802825937421086,0.4221,0.5844,"No","a","ac"
"3","5",-0.726400929793786,0.4676,0.6012,"No","ab","b"
"8","9",0.60310284814641,0.5464,0.6783,"No","ab","ac"
"5","7",0.53680068710532,0.5914,0.7097,"No","b","ab"
"5","6",-0.495216749540613,0.6204,0.7205,"No","b","b"
"2","8",-0.350893647648712,0.7257,0.7684,"No","a","ab"
"1","2",0.408190724660312,0.6831,0.7685,"No","a","a"
"2","9",0.364005425355132,0.7159,0.7809,"No","a","ac"
"1","8",-0.120412173846196,0.9042,0.93,"No","a","ab"
"3","7",0.0284627073604301,0.9773,0.9773,"No","ab","ab"
