"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Eagle Harbor Dr","Lions Park",4.23471507851395,0,0.0309,"Yes","a","b"
"Edmonds Ferry","Lions Park",3.9740870796975,1e-04,0.0477,"Yes","a","b"
"Eagle Harbor Dr","Gig Harbor Boat Launch",4.2464727325959,0,0.0587,"No","a","ab"
"Edmonds Ferry","Gig Harbor Boat Launch",3.98584473377944,1e-04,0.0605,"No","a","ab"
"Lions Park","Point Defiance Ferry",-3.5860844949933,3e-04,0.0907,"No","b","ab"
"Gig Harbor Boat Launch","Maple Hollow Park",-3.31369884209491,9e-04,0.0921,"No","ab","ab"
"Lions Park","Maple Hollow Park",-3.30194118801296,0.001,0.0926,"No","b","ab"
"Eagle Harbor Dr","Reach Island",3.31565845110856,9e-04,0.095,"No","a","ab"
"Browns Point Lighthouse","Lions Park",3.46458873614654,5e-04,0.0956,"No","ab","b"
"Eagle Harbor Dr","Madrona Pont",3.51945778852895,4e-04,0.0973,"No","a","ab"
"Browns Point Lighthouse","Gig Harbor Boat Launch",3.47634639022848,5e-04,0.0981,"No","ab","ab"
"Eagle Harbor Dr","Kingston Marina",3.49594248036506,5e-04,0.0981,"No","a","ab"
"Eagle Harbor Dr","North Camano",3.43911381896899,6e-04,0.0985,"No","a","ab"
"Eagle Harbor Dr","Tulalip Reservation",3.31565845110856,9e-04,0.0988,"No","a","ab"
"Edmonds Ferry","Penrose Point State Park",3.2725470528081,0.0011,0.0993,"No","a","ab"
"Chambers Bay Park","Eagle Harbor Dr",-3.58804410400696,3e-04,0.1,"No","ab","a"
"Edmonds Ferry","Madrona Pont",3.25882978971249,0.0011,0.1007,"No","a","ab"
"Eagle Harbor Dr","Penrose Point State Park",3.53317505162455,4e-04,0.1008,"No","a","ab"
"Commencement Bay Skookum","Eagle Harbor Dr",-3.31957766913588,9e-04,0.1015,"No","ab","a"
"Eagle Harbor Dr","Mukilteo",3.32349688716319,9e-04,0.1044,"No","a","ab"
"Edmonds Ferry","Kingston Marina",3.2353144815486,0.0012,0.1059,"No","a","ab"
"Arroyo Beach","Eagle Harbor Dr",-3.21495734572893,0.0013,0.1068,"No","ab","a"
"Chambers Bay Park","Edmonds Ferry",-3.32741610519051,9e-04,0.1076,"No","ab","a"
"Lions Park","Meyer's Point, Henderson Inlet",-3.20396073733008,0.0014,0.1077,"No","b","ab"
"Blair Waterway Two","Edmonds Ferry",-3.3372141502588,8e-04,0.1088,"No","ab","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Lions Park",3.59588254006159,3e-04,0.1092,"No","ab","b"
"Gig Harbor Boat Launch","Meyer's Point, Henderson Inlet",-3.21571839141203,0.0013,0.1098,"No","ab","ab"
"Eagle Harbor Dr","Eastsound, Fishing Bay",3.34701219532708,8e-04,0.1103,"No","a","ab"
"Eagle Harbor Dr","Shilshole Bay",3.17260699311156,0.0015,0.1133,"No","a","ab"
"Edmonds Ferry","North Camano",3.17848582015254,0.0015,0.1142,"No","a","ab"
"Lions Park","Seattle Aquarium, Pier 59",-3.3509314133544,8e-04,0.1145,"No","b","ab"
"Gig Harbor Boat Launch","Seattle Aquarium, Pier 59",-3.36268906743634,8e-04,0.1158,"No","ab","ab"
"Commencement Bay, Milwaukee Waterway","Gig Harbor Boat Launch",3.14716228202181,0.0016,0.1204,"No","ab","ab"
"Des Moines Marina","Eagle Harbor Dr",-3.36660828546366,8e-04,0.1209,"No","ab","a"
"Commencement Bay, Milwaukee Waterway","Lions Park",3.1347686264087,0.0017,0.1222,"No","ab","b"
"Blair Waterway Two","Eagle Harbor Dr",-3.59784214907525,3e-04,0.1238,"No","ab","a"
"Des Moines Marina","Edmonds Ferry",-3.10598028664721,0.0019,0.1313,"No","ab","a"
"Eagle Harbor Dr","Purdy, Burley Lagoon",3.04327279821016,0.0023,0.1345,"No","a","ab"
"Edmonds Ferry","Reach Island",3.05503045229211,0.0023,0.1351,"No","a","ab"
"Chimacum Creek delta","Eagle Harbor Dr",-3.08050536946966,0.0021,0.1361,"No","ab","a"
"Eagle Harbor Dr","Locust Beach",3.04523240722382,0.0023,0.1365,"No","a","ab"
"Eastsound, Fishing Bay","Edmonds Ferry",-3.08638419651063,0.002,0.1368,"No","ab","a"
"Edmonds Ferry","Tulalip Reservation",3.05503045229211,0.0023,0.1381,"No","a","ab"
"Commencement Bay Skookum","Edmonds Ferry",-3.05894967031942,0.0022,0.1395,"No","ab","a"
"Edmonds Ferry","Mukilteo",3.06286888834674,0.0022,0.141,"No","a","ab"
"Gig Harbor Boat Launch","Point Defiance Ferry",-3.59784214907525,3e-04,0.1444,"No","ab","ab"
"Eagle Harbor Dr","Kitsap St Boat Launch",2.9864441368141,0.0028,0.1525,"No","a","ab"
"Aiston Preserve","Eagle Harbor Dr",-2.99036335484141,0.0028,0.1536,"No","ab","a"
"Eagle Harbor Dr","West Bay Park",2.99232296385507,0.0028,0.1558,"No","a","ab"
"Chambers Bay Park","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.9492115655546,0.0032,0.1594,"No","ab","ab"
"Blair Waterway Two","Fidalgo Bay Aq Reserve, Weaverling Spit",-2.95900961062289,0.0031,0.1603,"No","ab","ab"
"Chambers Bay Park","Point Defiance Ferry",-2.93941352048631,0.0033,0.1615,"No","ab","ab"
"Blair Waterway Two","Point Defiance Ferry",-2.9492115655546,0.0032,0.1624,"No","ab","ab"
"Eagle Harbor Dr","Suquamish Stormwater Outfall",2.96096921963655,0.0031,0.1624,"No","a","ab"
"Arroyo Beach","Edmonds Ferry",-2.92945367759052,0.0034,0.1638,"No","ab","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Gig Harbor Boat Launch",3.60764019414354,3e-04,0.1669,"No","ab","ab"
"Edmonds Ferry","Shilshole Bay",2.91197899429511,0.0036,0.1702,"No","a","ab"
"Madrona Pont","Point Defiance Ferry",-2.8708272050083,0.0041,0.1755,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Madrona Pont",2.88062525007659,0.004,0.1757,"No","ab","ab"
"Lions Park","N Avenue Park",-2.87474642303562,0.004,0.1762,"No","b","ab"
"Penrose Point State Park","Point Defiance Ferry",-2.8845444681039,0.0039,0.1765,"No","ab","ab"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Penrose Point State Park",2.89434251317219,0.0038,0.1769,"No","ab","ab"
"Gig Harbor Boat Launch","N Avenue Park",-2.88650407711756,0.0039,0.1783,"No","ab","ab"
