"analyte","p.value","correlation"
"p450",0,1
"sod",0.000267554222808825,-0.415001851166235
"ci_wet_volume",0.388645586835276,-0.101685376718356
"ci_wet_shell_weight",0.0407726160435845,-0.238440804713884
"ci_pollution",0.983373354862381,0.00247315808959645
"shell_thickness",0.131320702707376,0.177032962156884
"a1",0.194713106239727,0.15231395779341
"a2",0.44700197761444,0.0895816364309515
"a3",0.338743047355252,0.112595335061088
"a4",0.101851887305504,0.191647537948908
"a5",0.217219140004251,0.144998148833765
"a6",0.366360396587117,0.106345797852647
"a7",0.272458396105981,0.129063309885228
"a8",0.369182659906707,0.105723805997779
"a9",0.303589042451839,0.121036653091448
"a10",0.367165402747551,0.106168085894113
"a11",0.144461766024577,0.171210662717512
"a12",0.252907378406278,0.134424287301
"a13",0.27467953087596,0.128470936690115
"a14",0.252907378406278,0.134424287301
"a15",0.0384519784723857,0.241466123657904
"a16",0.673197121417663,0.0497445390596075
"a17",0.252907378406278,0.134424287301
"a18",0.252907378406278,0.134424287301
"a19",0.272458396105981,0.129063309885228
"a20",0.303589042451839,0.121036653091448
"a21",0.408645214845313,0.0973121066271751
"a22",0.78486830930929,0.0322102924842651
"a23",0.322029685470011,0.116534616808589
"a24",0.513892565581886,0.0769344687152906
"a25",0.524506002477934,0.0750092558311736
"a26",0.634372978169841,-0.0560829322473158
"a27",0.604566736039304,0.0610588670862643
"a28",0.362884572335127,0.107115883006294
"a29",0.766390403124037,0.0350536838208071
"a30",0.462061780664632,0.0866493891151425
"a31",0.320671509359796,0.116860422065901
"a32",0.322400737465803,0.116445760829322
"a33",0.545557139440575,0.0712476860422066
"a34",0.329126585134779,0.114846353202518
"a35",0.311267613581031,0.119141058867086
"a36",0.458385536112726,0.087360236949278
"a37",0.32824970307044,-0.115053683820807
"a38",0.949148768046133,-0.00753794890781192
"a39",0.452749757589961,0.088456127360237
"a40",0.923986131446024,0.0112699000370233
"a41",0.322029685470011,0.116534616808589
"a42",0.339381870256503,0.11244724176231
"a43",0.317598468846884,0.117600888559793
"a44",0.310059599141121,0.119437245464643
"a45",0.38680979498049,0.1019029988893
"a46",0.317598468846884,0.117600888559793
"a47",0.302400553720687,0.121332839689004
"a48",0.339381870256503,0.11244724176231
"a49",0.275683000757268,0.128204368752314
"a50",0.125786017790269,-0.179503887449093
"a51",0.268381262401951,-0.130159200296187
"a52",0.379370350431908,-0.103502406516105
"a53",0.545891923370346,0.0711884487226953
"a54",0.574023138316116,0.066271751203258
"a55",0.789120105855276,0.0315586819696409
"a56",0.795897038587404,-0.0305220288781933
"a57",0.172894786805164,-0.160014809329878
"a58",0.626685666229125,0.0573565346168086
"a59",0.339381870256503,0.11244724176231
"a60",0.671362661128759,-0.050040725657164
"a61",0.735319022326286,0.0398815253609774
"a62",0.537220275095151,0.0727286190299889
"a63",0.252907378406278,0.134424287301
"a64",0.668614583563312,0.0504850055534987
"a65",0.363818366299733,0.106908552388004
"a66",0.339381870256503,0.11244724176231
"a67",0.363818366299733,0.106908552388004
"a68",0.325379031125,0.115734912995187
"a69",0.47458788641663,0.0842502776749352
"a70",0.281076380930055,0.126782673084043
"a71",0.311267613581031,0.119141058867086
"a72",0.605620534385452,0.0608811551277305
"a73",0.276129776497471,0.128085894113291
"a74",0.11032761445274,0.187115883006294
"a75",0.303232175530305,0.121125509070715
"a76",0.952948081330138,-0.00697519437245464
"a77",0.473809392807725,0.0843983709737134
"a78",0.546059352927506,0.0711588300629396
"a80",0.460834569391872,0.0868863383931877
"a81",0.121112505431271,0.181725286930766
"a82",0.439352463723249,0.0910921880784894
"a83",0.697030026303439,0.0459237319511292
"a84",0.371341861661944,-0.105249907441688
"a85",0.971758530071085,0.00419104035542392
"a86",0.897705762194318,0.0151795631247686
"a87",0.916410931758628,0.0123954091077379
"a88",0.25852989246701,-0.13285449833395
"a89",0.680369734968069,0.0485894113291374
"a90",0.555475192469024,0.0695001851166235
"a91",0.997195311501963,0.000429470566456868
"a92",0.257356000628469,0.133180303591262
"a93",0.333027859274959,0.113928174750093
"a94",0.874304988881693,0.0186745649759348
"a95",0.615848688917475,0.059163272861903
"a96",0.855148561447247,0.0215475749722325
"a97",0.981370483700842,-0.00276934468715291
"a98",0.841375692538932,0.0236208811551277
"a99",0.201361208105715,-0.150092558311736
"a100",0.852390371553483,0.0219622362088116
"a101",0.562248223862803,-0.0683154387263976
"a102",0.672096214736606,-0.0499222510181414
"a103",0.881037404672274,-0.0176675305442429
"a104",0.895520311758906,-0.0155053683820807
"a105",0.683874472071124,-0.0480266567937801
"a106",0.948349054745374,0.0076564235468345
"a107",0.842357937322577,-0.0234727878563495
"a108",0.621878999867316,-0.058156238430211
"a109",0.388058163766893,-0.101636430951499
"a110",0.440547471694004,-0.0908552388004443
"a111",0.891350268333267,0.0161273602369493
"a112",0.739678886630809,0.0392002961865976
"a113",0.690162826205717,0.0470196223620881
"a114",0.427797557956573,0.0934024435394298
"a115",0.497142783316538,0.0800148093298778
"a116",0.453813022043561,0.0882487967419474
"a117",0.906853011251116,0.0138171047760089
"a118",0.626329077928232,0.0574157719363199
"a119",0.587124096336306,-0.0640207330618289
"a120",0.091947217287224,0.197334320621992
"a121",0.337467682000391,0.112891521658645
"a122",0.404079064384861,0.0982599037393558
"a123",0.963751593634342,0.00537578674564976
"a124",0.885993142760614,0.0169270640503517
"a125",0.0376799676581303,-0.242413920770085
"a126",0.841572122104822,0.0235912624953721
"a127",0.750709670402612,-0.0374824139207701
"a128",0.937957730120757,0.0091965938541281
"a129",0.1348782038217,0.175357275083302
"a130",0.324384315599911,0.115971862273232
"a131",0.111905406283241,0.186347177696169
