"Group","Level","Biomarker","Analyte","Spearman_Correlation","P_Value"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"hc4","4","sod","a28",-0.636363636363636,0.0479117261299753
NA,NA,NA,NA,NA,NA
"hc4","4","ci1","a101",0.792697663314835,0.00623823376894284
"hc4","4","ci1","a103",0.695134873983779,0.0256465440085638
"hc4","4","ci1","a109",0.841479057980364,0.00227104319813121
"hc4","4","ci1","a24",0.652451153651441,0.0408743307414565
"hc4","4","ci1","a25",0.713427896983352,0.0205214118768504
"hc4","4","ci1","a50",0.670744176651015,0.0337581369926527
"hc4","4","ci1","a51",0.695134873983779,0.0256465440085638
"hc4","4","ci1","a72",0.847576732313555,0.0019563760883019
"hc4","4","ci1","a76",0.87806510397951,0.000832692255795298
"hc4","4","ci1","a95",0.695134873983779,0.0256465440085638
"hc4","4","ci1","a96",0.670744176651015,0.0337581369926527
NA,NA,NA,NA,NA,NA
"hc4","4","ci2","a77",0.684848484848485,0.0288827975067327
NA,NA,NA,NA,NA,NA
"hc4","4","ci3","a131",0.636363636363636,0.0479117261299753
"hc4","4","ci3","a24",0.648484848484848,0.0425401276844894
"hc4","4","ci3","a25",0.745454545454545,0.01333014631544
"hc4","4","ci3","a72",0.709090909090909,0.0216659233675323
"hc4","4","ci3","a77",0.733333333333333,0.0158005962505716
"hc4","4","ci3","a98",0.648484848484848,0.0425401276844894
NA,NA,NA,NA,NA,NA
"hc4","4","shell","a20",0.636363636363636,0.0479117261299753
"hc4","4","shell","a24",0.660606060606061,0.0375883775714092
"hc4","4","shell","a9",0.636363636363636,0.0479117261299753
NA,NA,NA,NA,NA,NA
"hc4","1","p450","a114",0.475,0.00692907521459851
"hc4","1","p450","a120",0.5625,0.00098857767023186
"hc4","1","p450","a121",0.403629032258065,0.0243393339118869
"hc4","1","p450","a125",-0.361693548387097,0.0455718788351671
"hc4","1","p450","a130",0.47741935483871,0.00660900639431383
"hc4","1","p450","a131",0.506854838709677,0.00361569694906461
"hc4","1","p450","a81",0.481451612903226,0.00610351490871963
"hc4","1","p450","a90",0.4125,0.0211059323159637
"hc4","1","p450","a93",0.403629032258065,0.0243393339118869
NA,NA,NA,NA,NA,NA
"hc4","1","sod","a100",0.405241935483871,0.0237229897127698
"hc4","1","sod","a105",0.404435483870968,0.0240295395570762
"hc4","1","sod","a106",0.392741935483871,0.0288520062459885
"hc4","1","sod","a110",0.390725806451613,0.0297581460440481
"hc4","1","sod","a114",-0.381048387096774,0.0344356459684714
"hc4","1","sod","a115",-0.456451612903226,0.00984986627547735
"hc4","1","sod","a120",-0.39758064516129,0.026768769868337
"hc4","1","sod","a127",0.365725806451613,0.0430422157383916
"hc4","1","sod","a128",0.41491935483871,0.0202884191998662
"hc4","1","sod","a130",-0.368145161290323,0.0415791937487799
"hc4","1","sod","a27",0.417741935483871,0.0193678889703832
"hc4","1","sod","a55",0.372177419354839,0.0392296387929569
"hc4","1","sod","a56",0.414112903225806,0.020557965972714
"hc4","1","sod","a57",0.360483870967742,0.0463534744939351
"hc4","1","sod","a61",0.374193548387097,0.0380955616464589
"hc4","1","sod","a81",-0.378225806451613,0.0359066066512308
"hc4","1","sod","a90",-0.387096774193548,0.0314475218691512
"hc4","1","sod","a91",0.432661290322581,0.0150573150714797
"hc4","1","sod","a94",0.4125,0.0211059323159637
NA,NA,NA,NA,NA,NA
"hc4","1","ci1","a106",-0.359047318291205,0.0472954982541212
"hc4","1","ci1","a3",0.377423755841542,0.0363337161966357
"hc4","1","ci1","a34",0.360057012662102,0.0466318125299858
"hc4","1","ci1","a85",-0.430331740876579,0.0156721371366557
"hc4","1","ci1","a87",-0.403473870610701,0.0243993127695199
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"hc4","1","ci3","a30",-0.372553166466545,0.0390162473878704
"hc4","1","ci3","a72",-0.364076875571856,0.0440627459019134
NA,NA,NA,NA,NA,NA
"hc4","1","shell","a112",0.382777067025443,0.0335590959567296
"hc4","1","shell","a123",0.37229002409324,0.0391655909475754
"hc4","1","shell","a28",0.370273285067816,0.040325490223903
"hc4","1","shell","a83",0.379348610682223,0.0353155075565488
"hc4","1","shell","a89",0.377130197754257,0.0364910633633206
"hc4","1","shell","a91",0.361399633355951,0.0457608088675485
NA,NA,NA,NA,NA,NA
"hc4","2","p450","a101",-0.456923076923077,0.0216639365627844
"hc4","2","p450","a102",-0.465384615384615,0.0190615928407545
"hc4","2","p450","a104",-0.432307692307692,0.0309104974059229
"hc4","2","p450","a108",-0.464615384615385,0.019287095935427
"hc4","2","p450","a119",-0.449230769230769,0.0242731405535705
"hc4","2","p450","a125",-0.403076923076923,0.0457295750034494
"hc4","2","p450","a21",-0.400769230769231,0.04710305428021
"hc4","2","p450","a27",-0.405384615384615,0.0443877584152008
"hc4","2","p450","a88",-0.45,0.0240013133707699
NA,NA,NA,NA,NA,NA
"hc4","2","sod","a100",0.425384615384615,0.0340130010967161
"hc4","2","sod","a101",0.501538461538461,0.0106415403711941
"hc4","2","sod","a102",0.507692307692308,0.00957690315151472
"hc4","2","sod","a103",0.459230769230769,0.0209271986973278
"hc4","2","sod","a104",0.462307692307692,0.0199766787123492
"hc4","2","sod","a106",0.542307692307692,0.0051011222636046
"hc4","2","sod","a107",0.455384615384615,0.0221666852459497
"hc4","2","sod","a108",0.483846153846154,0.0142615230868413
"hc4","2","sod","a109",0.453846153846154,0.0226788528638702
"hc4","2","sod","a11",0.423846153846154,0.0347350418268229
"hc4","2","sod","a111",0.396923076923077,0.049463872171231
"hc4","2","sod","a114",0.435384615384615,0.0296064142403141
"hc4","2","sod","a116",0.465384615384615,0.0190615928407545
"hc4","2","sod","a118",0.403076923076923,0.0457295750034494
"hc4","2","sod","a119",0.459230769230769,0.0209271986973278
"hc4","2","sod","a123",0.436923076923077,0.0289711242169073
"hc4","2","sod","a124",0.407692307692308,0.0430771182607268
"hc4","2","sod","a21",0.441538461538462,0.0271306416492276
"hc4","2","sod","a24",0.421538461538462,0.0358409343795685
"hc4","2","sod","a25",0.449230769230769,0.0242731405535705
"hc4","2","sod","a26",0.427692307692308,0.0329524234936007
"hc4","2","sod","a27",0.466153846153846,0.0188382433440184
"hc4","2","sod","a28",0.456153846153846,0.0219141414288611
"hc4","2","sod","a30",0.473846153846154,0.0167198980120467
"hc4","2","sod","a38",0.474615384615385,0.0165192524650073
"hc4","2","sod","a40",0.503846153846154,0.010231357533069
"hc4","2","sod","a60",0.416153846153846,0.0385303483516848
"hc4","2","sod","a61",0.467692307692308,0.0183979447495526
"hc4","2","sod","a62",0.474615384615385,0.0165192524650073
"hc4","2","sod","a77",0.514615384615385,0.00848653210284245
"hc4","2","sod","a80",0.564615384615385,0.00327838824416071
"hc4","2","sod","a84",0.419230769230769,0.0369746442117793
"hc4","2","sod","a86",0.501538461538461,0.0106415403711941
"hc4","2","sod","a88",0.529230769230769,0.00652124189178527
"hc4","2","sod","a90",0.43,0.0319184105924664
"hc4","2","sod","a92",0.497692307692308,0.0113554309557014
"hc4","2","sod","a95",0.5,0.0109224962959504
"hc4","2","sod","a96",0.466923076923077,0.0186170323333126
"hc4","2","sod","a98",0.463846153846154,0.019514767792475
NA,NA,NA,NA,NA,NA
"hc4","2","ci1","a100",0.523618378665386,0.00722514701881627
"hc4","2","ci1","a103",0.410257698748138,0.0416561222779834
"hc4","2","ci1","a104",0.461154330547719,0.0203287695287049
"hc4","2","ci1","a105",0.513207703979108,0.00869942488745923
"hc4","2","ci1","a106",0.458840847284101,0.0210502325934034
"hc4","2","ci1","a110",0.468480360882507,0.018175682591921
"hc4","2","ci1","a111",0.506652834732193,0.00975024706862682
"hc4","2","ci1","a112",0.478119874480912,0.0156299329562724
"hc4","2","ci1","a116",0.396376799166434,0.049806558261285
"hc4","2","ci1","a117",0.464238974899208,0.0193982312897165
"hc4","2","ci1","a118",0.405630732220903,0.0442465011645361
"hc4","2","ci1","a123",0.428765564857076,0.0324682506537335
"hc4","2","ci1","a124",0.409486537660265,0.0420793286901147
"hc4","2","ci1","a126",0.473878488497614,0.016711423895617
"hc4","2","ci1","a127",0.463467813811336,0.0196275466846787
"hc4","2","ci1","a128",0.489687290798999,0.0129687546964337
"hc4","2","ci1","a129",0.522847217577514,0.00732665373095687
"hc4","2","ci1","a37",0.52014815376996,0.00769136758785138
"hc4","2","ci1","a50",0.518220251050279,0.00796105944416547
"hc4","2","ci1","a51",0.446116689334206,0.0253991164551586
"hc4","2","ci1","a52",0.401389346237605,0.0467308388538177
"hc4","2","ci1","a61",0.397533540798242,0.0490831066447504
"hc4","2","ci1","a83",0.447659011509951,0.0248362972415239
"hc4","2","ci1","a84",0.42221069561016,0.0355159359344248
"hc4","2","ci1","a85",0.4141135041875,0.0395902397003727
"hc4","2","ci1","a86",0.483518002096019,0.0143371836181958
"hc4","2","ci1","a87",0.434934853560056,0.0297942332854386
"hc4","2","ci1","a89",0.444188786614525,0.0261170629319387
"hc4","2","ci1","a91",0.463467813811336,0.0196275466846787
"hc4","2","ci1","a94",0.50896631799581,0.00936794822680342
"hc4","2","ci1","a97",0.459226427828038,0.0209285653367877
"hc4","2","ci1","a98",0.436091595191864,0.0293131020161603
"hc4","2","ci1","a99",0.45691294456442,0.0216672171440817
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
